dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL BA LESTE,8318,MIRANGA,029-01,2025-01-02,CORTE HARVESTER,S,2024-12-27,Catu    ,BAHIA,93.24
BRACELL BA LESTE,8318,MIRANGA,002-01,2025-01-02,CORTE HARVESTER,S,2024-12-23,Catu    ,BAHIA,93.24
BRACELL BA LESTE,8208,MANGANGÁ,005-01,2025-01-02,CORTE HARVESTER,S,2024-12-18,Catu    ,BAHIA,12.35
BRACELL MG,5019,SAN NELO,040-01,2025-05-03,CORTE HARVESTER,S,2025-04-23,Sacramento,MINAS GERAIS,1.34
BRACELL BA OESTE,8383,SERRA DO BODE,004-01,2025-04-29,CORTE HARVESTER,S,2025-04-21,Alagoinhas,BAHIA,0.09
BRACELL BA LESTE,8371,SÃO JORGE,009-01,2025-01-29,CORTE HARVESTER,S,2025-01-19,Entre Rios,BAHIA,5.8
BRACELL SP,0584,SONHO MEU,011-01,2025-05-06,CORTE HARVESTER,S,2025-05-04,Guaimbê,SÃO PAULO,1.79
BRACELL BA LESTE,8371,SÃO JORGE,008-02,2025-01-29,CORTE HARVESTER,S,2025-01-21,Entre Rios,BAHIA,5.8
BRACELL SP,0439,ESTÂNCIA SANTA LAURA,001-01,2025-04-25,CORTE HARVESTER,S,2025-04-15,Guaimbê,SÃO PAULO,0.6
BRACELL SP,0643,SANTA FRANCISCA - GLEBA A,008-01,2025-04-28,CORTE HARVESTER,S,2025-04-24,Piratininga,SÃO PAULO,0.78
BRACELL BA OESTE,8383,SERRA DO BODE,008-01,2025-04-23,CORTE HARVESTER,S,2025-04-22,Alagoinhas,BAHIA,0.09
BRACELL SP,0550,SANTA JOVITA,007-01,2025-03-14,CORTE HARVESTER,S,2025-03-09,Alvinlândia,SÃO PAULO,19.71
BRACELL SP,0439,ESTÂNCIA SANTA LAURA,004-01,2025-05-05,CORTE HARVESTER,S,2025-04-18,Guaimbê,SÃO PAULO,0.6
BRACELL SP,0290,ALAMBARI II,003-01,2025-06-12,CORTE HARVESTER,S,2025-06-08,Anhembi,SÃO PAULO,10.03
BRACELL SP,0309,BOA ESPERANÇA V,017-01,,CORTE HARVESTER,N,,Marília,SÃO PAULO,34.5
BRACELL BA OESTE,8383,SERRA DO BODE,009-01,2025-04-23,CORTE HARVESTER,S,2025-04-22,Alagoinhas,BAHIA,0.09
BRACELL SP,0550,SANTA JOVITA,006-01,2025-03-13,CORTE HARVESTER,S,2025-03-06,Alvinlândia,SÃO PAULO,19.71
BRACELL BA OESTE,8115,PATIOBA,011-01,2025-05-07,CORTE HARVESTER,S,2025-04-23,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8115,PATIOBA,041-01,2025-05-07,CORTE HARVESTER,S,2025-05-02,Alagoinhas,BAHIA,36.26
BRACELL BA LESTE,8371,SÃO JORGE,002-01,2025-02-04,CORTE HARVESTER,S,2025-01-23,Entre Rios,BAHIA,5.8
BRACELL BA LESTE,8225,SENHOR DO BONFIM,003-01,2025-03-20,CORTE HARVESTER,S,2025-03-19,Entre Rios,BAHIA,57.18
BRACELL BA LESTE,8371,SÃO JORGE,007-01,2025-01-29,CORTE HARVESTER,S,2025-01-21,Entre Rios,BAHIA,5.8
BRACELL BA LESTE,8371,SÃO JORGE,005-01,2025-02-04,CORTE HARVESTER,S,2025-01-22,Entre Rios,BAHIA,5.8
BRACELL SP,0591,SÃO JOSÉ VIII,001-01,2025-05-20,CORTE HARVESTER,S,2025-05-16,Cabrália Paulista,SÃO PAULO,1.09
BRACELL SP,0538,ESTÂNCIA MARCOS ANDRÉ,002-01,2025-05-02,CORTE HARVESTER,S,2025-04-28,Getulina,SÃO PAULO,0.14
BRACELL SP,0649,SÃO FRANCISCO IX,002-01,2025-03-20,CORTE HARVESTER,S,2025-03-13,Álvaro de Carvalho,SÃO PAULO,61.05
BRACELL BA OESTE,8110,ORION,017-01,2025-04-02,CORTE HARVESTER,S,2025-04-01,Araças,BAHIA,27.56
BRACELL SP,0248,PARAÍSO IV,007-01,2025-04-25,CORTE HARVESTER,S,2025-03-19,Pirajuí,SÃO PAULO,20.57
BRACELL BA OESTE,8045,FARJE,004-01,2025-03-11,CORTE HARVESTER,S,2025-03-09,Araças,BAHIA,36.99
BRACELL SP,0591,SÃO JOSÉ VIII,003-01,2025-05-19,CORTE HARVESTER,S,2025-05-14,Cabrália Paulista,SÃO PAULO,1.09
BRACELL SP,0604,SÃO BENEDITO II – GUAIMBÊ,001-01,2025-05-02,CORTE HARVESTER,S,2025-04-22,Guaimbê,SÃO PAULO,25.71
BRACELL SP,0552,BOCAINA DA BOA VISTA,004-01,2025-05-11,CORTE HARVESTER,S,2025-04-18,Ribeirão Bonito,SÃO PAULO,1.46
BRACELL BA LESTE,8371,SÃO JORGE,016-01,2025-01-23,CORTE HARVESTER,S,2025-01-19,Entre Rios,BAHIA,5.8
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,001-01,2025-05-13,CORTE HARVESTER,S,2025-04-20,Quintana,SÃO PAULO,25.49
BRACELL SP,0633,SANTA LUCIA IV - PIRATININGA,002-01,2025-05-02,CORTE HARVESTER,S,2025-04-27,Piratininga,SÃO PAULO,0.07
BRACELL BA LESTE,8224,SANTANA,001-01,2025-02-04,CORTE HARVESTER,S,2025-01-22,Entre Rios,BAHIA,5.6
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,028-01,2025-04-26,CORTE HARVESTER,S,2025-04-25,Quintana,SÃO PAULO,25.49
BRACELL SP,0643,SANTA FRANCISCA - GLEBA A,006-01,2025-04-28,CORTE HARVESTER,S,2025-04-23,Piratininga,SÃO PAULO,0.78
BRACELL BA LESTE,8165,SERGIPE,028-01,2025-02-04,CORTE HARVESTER,S,2025-01-27,Jandaíra,BAHIA,13.28
BRACELL SP,0633,SANTA LUCIA IV - PIRATININGA,001-01,2025-05-02,CORTE HARVESTER,S,2025-04-29,Piratininga,SÃO PAULO,0.07
BRACELL SP,0413,CÓRREGO DO CAMPO II,001-01,2025-04-24,CORTE HARVESTER,S,2025-04-21,Mineiros do Tietê,SÃO PAULO,7.39
BRACELL SP,0413,CÓRREGO DO CAMPO II,004-01,2025-04-28,CORTE HARVESTER,S,2025-04-20,Mineiros do Tietê,SÃO PAULO,7.39
BRACELL BA LESTE,8252,BICA,005-01,2025-01-20,CORTE HARVESTER,S,2025-01-14,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8252,BICA,022-01,2025-01-30,CORTE HARVESTER,S,2025-01-21,Entre Rios,BAHIA,9.26
BRACELL SP,0599,SÍTIO NOVO HORIZONTE,001-01,2025-06-05,CORTE HARVESTER,S,2025-05-31,Avaí,SÃO PAULO,1.19
BRACELL BA LESTE,8355,RIBON,009-03,2025-02-04,CORTE HARVESTER,S,2025-01-25,Araças,BAHIA,1.32
BRACELL BA LESTE,8355,RIBON,010-01,2025-02-04,CORTE HARVESTER,S,2025-01-21,Araças,BAHIA,1.32
BRACELL BA OESTE,8115,PATIOBA,035-01,2025-05-05,CORTE HARVESTER,S,2025-04-29,Alagoinhas,BAHIA,36.26
BRACELL MG,5009,SANTA IZA,096-01,2025-03-05,CORTE HARVESTER,S,2025-02-14,Veríssimo,MINAS GERAIS,11.08
BRACELL BA OESTE,8383,SERRA DO BODE,001-01,2025-04-29,CORTE HARVESTER,S,2025-04-24,Alagoinhas,BAHIA,0.09
BRACELL GO,1086,QUEIXADA,001-01,2025-05-02,CORTE HARVESTER,S,2025-04-19,Itarumã,GOIÁS,0.94
BRACELL GO,1086,QUEIXADA,042-01,2025-04-21,CORTE HARVESTER,S,2025-04-20,Itarumã,GOIÁS,0.94
BRACELL BA LESTE,8252,BICA,004-01,2025-01-20,CORTE HARVESTER,S,2025-01-16,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8176,PEDRA FURADA,005-01,2025-01-09,CORTE HARVESTER,S,2024-12-30,Araças,BAHIA,5.84
BRACELL BA LESTE,8176,PEDRA FURADA,007-01,2025-01-08,CORTE HARVESTER,S,2024-12-29,Araças,BAHIA,5.84
BRACELL BA LESTE,8176,PEDRA FURADA,008-01,2025-01-09,CORTE HARVESTER,S,2024-12-30,Araças,BAHIA,5.84
BRACELL BA LESTE,8225,SENHOR DO BONFIM,001-01,2025-03-20,CORTE HARVESTER,S,2025-03-20,Entre Rios,BAHIA,57.18
BRACELL GO,1086,QUEIXADA,038-01,2025-04-21,CORTE HARVESTER,S,2025-04-19,Itarumã,GOIÁS,0.94
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,025-01,2025-04-29,CORTE HARVESTER,S,2025-03-31,Botucatu,SÃO PAULO,2.62
BRACELL SP,0465,ALIANÇA III,005-01,2025-03-07,CORTE HARVESTER,S,2025-02-25,Itapeva,SÃO PAULO,11.97
BRACELL SP,0465,ALIANÇA III,003-01,2025-03-06,CORTE HARVESTER,S,2025-02-23,Itapeva,SÃO PAULO,11.97
BRACELL BA LESTE,8252,BICA,010-01,2025-01-20,CORTE HARVESTER,S,2025-01-13,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8355,RIBON,005-02,2025-02-04,CORTE HARVESTER,S,2025-01-20,Araças,BAHIA,1.32
BRACELL BA LESTE,8355,RIBON,008-02,2025-02-04,CORTE HARVESTER,S,2025-01-24,Araças,BAHIA,1.32
BRACELL BA LESTE,8225,SENHOR DO BONFIM,007-01,2025-03-20,CORTE HARVESTER,S,2025-03-18,Entre Rios,BAHIA,57.18
BRACELL BA LESTE,8355,RIBON,001-02,2025-02-04,CORTE HARVESTER,S,2025-01-15,Araças,BAHIA,1.32
BRACELL BA LESTE,8172,CAMPO GRANDE,025-01,2025-01-20,CORTE HARVESTER,S,2025-01-11,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8371,SÃO JORGE,003-01,2025-01-29,CORTE HARVESTER,S,2025-01-22,Entre Rios,BAHIA,5.8
BRACELL BA LESTE,8184,VALE DO IMBÉ,014-02,2025-01-16,CORTE HARVESTER,S,2025-01-09,Cardeal da Silva,BAHIA,12.07
BRACELL BA LESTE,8219,RIACHINHO,001-01,2025-01-09,CORTE HARVESTER,S,2025-01-06,Cardeal da Silva,BAHIA,3.54
BRACELL BA OESTE,8011,ARATICUM,028-01,2025-06-10,CORTE HARVESTER,S,2025-06-01,Alagoinhas,BAHIA,55.43
BRACELL BA LESTE,8184,VALE DO IMBÉ,001-01,2025-01-15,CORTE HARVESTER,S,2025-01-06,Cardeal da Silva,BAHIA,12.07
BRACELL BA LESTE,8252,BICA,024-01,2025-01-20,CORTE HARVESTER,S,2025-01-15,Entre Rios,BAHIA,9.26
BRACELL SP,0530,FORQUILHA III - PIRATININGA,008-01,2025-03-12,CORTE HARVESTER,S,2025-03-10,Piratininga,SÃO PAULO,6.51
BRACELL BA LESTE,8142,SUBAUMIRIM,012-01,2025-01-02,CORTE HARVESTER,S,2024-12-27,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,017-01,2025-01-06,CORTE HARVESTER,S,2024-12-31,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8172,CAMPO GRANDE,009-01,2025-01-08,CORTE HARVESTER,S,2025-01-07,Cardeal da Silva,BAHIA,0.8
BRACELL SP,1114,SÃO JOAQUIM VII,007-01,2024-07-24,CORTE HARVESTER,S,2024-05-29,Riversul,SÃO PAULO,7.24
BRACELL SP,0022,ÁGUA DO CABOCLO,003-01,2025-02-19,CORTE HARVESTER,S,2025-02-14,Borebi,SÃO PAULO,14.42
BRACELL BA OESTE,8383,SERRA DO BODE,011-01,2025-04-29,CORTE HARVESTER,S,2025-04-23,Alagoinhas,BAHIA,0.09
BRACELL BA LESTE,8165,SERGIPE,008-01,2025-02-06,CORTE HARVESTER,S,2025-01-26,Jandaíra,BAHIA,13.28
BRACELL SP,0967,MARUQUE,025-01,2025-06-02,CORTE HARVESTER,S,2025-05-23,Itapeva,SÃO PAULO,46.66
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,027-01,2025-05-03,CORTE HARVESTER,S,2025-05-01,Quintana,SÃO PAULO,25.49
BRACELL BA LESTE,8172,CAMPO GRANDE,008-01,2025-01-09,CORTE HARVESTER,S,2025-01-07,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8172,CAMPO GRANDE,032-01,2025-01-17,CORTE HARVESTER,S,2025-01-05,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8172,CAMPO GRANDE,038-01,2025-01-09,CORTE HARVESTER,S,2025-01-06,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8142,SUBAUMIRIM,016-01,2025-01-02,CORTE HARVESTER,S,2024-12-30,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8172,CAMPO GRANDE,031-01,2025-01-09,CORTE HARVESTER,S,2025-01-05,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8172,CAMPO GRANDE,007-01,2025-01-08,CORTE HARVESTER,S,2025-01-07,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8252,BICA,002-01,2025-01-20,CORTE HARVESTER,S,2025-01-17,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8172,CAMPO GRANDE,011-01,2025-01-17,CORTE HARVESTER,S,2025-01-10,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8172,CAMPO GRANDE,032-02,2025-01-17,CORTE HARVESTER,S,2025-01-04,Cardeal da Silva,BAHIA,0.8
BRACELL SP,0530,FORQUILHA III - PIRATININGA,004-01,2025-03-12,CORTE HARVESTER,S,2025-03-07,Piratininga,SÃO PAULO,6.51
BRACELL SP,0530,FORQUILHA III - PIRATININGA,007-01,2025-03-12,CORTE HARVESTER,S,2025-03-04,Piratininga,SÃO PAULO,6.51
BRACELL BA LESTE,8142,SUBAUMIRIM,018-01,2025-01-15,CORTE HARVESTER,S,2025-01-01,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,013-01,2025-01-02,CORTE HARVESTER,S,2024-12-26,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,003-01,2025-01-02,CORTE HARVESTER,S,2024-12-18,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,019-01,2025-01-06,CORTE HARVESTER,S,2025-01-02,Esplanada,BAHIA,3.14
BRACELL MG,5019,SAN NELO,043-01,2025-05-03,CORTE HARVESTER,S,2025-04-27,Sacramento,MINAS GERAIS,1.34
BRACELL BA OESTE,8383,SERRA DO BODE,003-01,2025-04-29,CORTE HARVESTER,S,2025-04-24,Alagoinhas,BAHIA,0.09
BRACELL SP,0025,SANTA RITA II,017-01,2025-02-13,CORTE HARVESTER,S,2025-02-05,Agudos,SÃO PAULO,28.9
BRACELL MG,5019,SAN NELO,041-01,2025-04-29,CORTE HARVESTER,S,2025-04-23,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0585,TODOS OS SANTOS,307-01,2025-03-03,CORTE HARVESTER,S,2025-03-02,Lupércio,SÃO PAULO,5.35
BRACELL SP,0535,SANTANNA,024-01,2025-05-09,CORTE HARVESTER,S,2025-05-06,Fernão,SÃO PAULO,23.78
BRACELL SP,0177,SÃO PEDRO,035-01,,CORTE HARVESTER,N,2024-12-07,Piratininga,SÃO PAULO,9.26
BRACELL SP,0550,SANTA JOVITA,005-01,2025-03-14,CORTE HARVESTER,S,2025-03-13,Alvinlândia,SÃO PAULO,19.71
BRACELL BA LESTE,8172,CAMPO GRANDE,035-01,2025-01-20,CORTE HARVESTER,S,2025-01-04,Cardeal da Silva,BAHIA,0.8
BRACELL BA LESTE,8142,SUBAUMIRIM,007-01,2025-01-02,CORTE HARVESTER,S,2024-12-23,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,004-01,2025-01-02,CORTE HARVESTER,S,2024-12-21,Esplanada,BAHIA,3.14
BRACELL SP,0550,SANTA JOVITA,008-01,2025-03-13,CORTE HARVESTER,S,2025-03-10,Alvinlândia,SÃO PAULO,19.71
BRACELL BA LESTE,8083,FUNDÃO,013-01,2025-02-04,CORTE HARVESTER,S,2025-01-28,Entre Rios,BAHIA,24.79
BRACELL BA LESTE,8184,VALE DO IMBÉ,010-01,2025-01-20,CORTE HARVESTER,S,2025-01-09,Cardeal da Silva,BAHIA,12.07
BRACELL SP,0241,MATÃO II,023-01,2025-03-11,CORTE HARVESTER,S,2025-03-10,Piratininga,SÃO PAULO,6.87
BRACELL BA LESTE,8355,RIBON,007-01,2025-02-04,CORTE HARVESTER,S,2025-01-19,Araças,BAHIA,1.32
BRACELL SP,0428,SÃO MANOEL IV,007-01,2025-02-26,CORTE HARVESTER,S,2025-02-22,Presidente Alves,SÃO PAULO,31.37
BRACELL BA LESTE,8083,FUNDÃO,010-01,2025-02-04,CORTE HARVESTER,S,2025-01-25,Entre Rios,BAHIA,24.79
BRACELL BA LESTE,8184,VALE DO IMBÉ,012-02,2025-01-16,CORTE HARVESTER,S,2025-01-08,Cardeal da Silva,BAHIA,12.07
BRACELL BA LESTE,8252,BICA,003-01,2025-01-20,CORTE HARVESTER,S,2025-01-16,Entre Rios,BAHIA,9.26
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,046-01,2025-02-06,CORTE HARVESTER,S,2025-02-03,Marília,SÃO PAULO,8.19
BRACELL BA LESTE,8219,RIACHINHO,004-01,2025-01-09,CORTE HARVESTER,S,2025-01-04,Cardeal da Silva,BAHIA,3.54
BRACELL SP,0428,SÃO MANOEL IV,305-01,2025-02-24,CORTE HARVESTER,S,2025-02-20,Presidente Alves,SÃO PAULO,31.37
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,042-01,2025-01-29,CORTE HARVESTER,S,2025-01-27,Marília,SÃO PAULO,8.19
BRACELL BA LESTE,8184,VALE DO IMBÉ,009-01,2025-01-16,CORTE HARVESTER,S,2025-01-09,Cardeal da Silva,BAHIA,12.07
BRACELL BA LESTE,8371,SÃO JORGE,001-01,2025-02-04,CORTE HARVESTER,S,2025-01-22,Entre Rios,BAHIA,5.8
BRACELL BA LESTE,8191,CAPIVARA,001-01,2025-02-12,CORTE HARVESTER,S,2025-01-29,Entre Rios,BAHIA,44.79
BRACELL BA LESTE,8355,RIBON,003-02,2025-02-19,CORTE HARVESTER,S,2025-01-18,Araças,BAHIA,1.32
BRACELL SP,0535,SANTANNA,008-01,2025-05-05,CORTE HARVESTER,S,2025-05-02,Fernão,SÃO PAULO,23.78
BRACELL MG,5019,SAN NELO,046-01,2025-05-11,CORTE HARVESTER,S,2025-05-09,Sacramento,MINAS GERAIS,1.34
BRACELL BA LESTE,8252,BICA,021-01,2025-01-23,CORTE HARVESTER,S,2025-01-16,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8355,RIBON,006-01,2025-02-04,CORTE HARVESTER,S,2025-01-15,Araças,BAHIA,1.32
BRACELL SP,0535,SANTANNA,019-01,2025-05-03,CORTE HARVESTER,S,2025-05-02,Fernão,SÃO PAULO,23.78
BRACELL BA LESTE,8355,RIBON,009-02,2025-02-04,CORTE HARVESTER,S,2025-01-24,Araças,BAHIA,1.32
BRACELL BA LESTE,8355,RIBON,008-01,2025-02-04,CORTE HARVESTER,S,2025-01-24,Araças,BAHIA,1.32
BRACELL SP,0309,BOA ESPERANÇA V,007-01,2025-03-13,CORTE HARVESTER,S,2025-03-09,Marília,SÃO PAULO,34.5
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,015-01,2025-05-08,CORTE HARVESTER,S,2025-05-05,Quintana,SÃO PAULO,25.49
BRACELL BA LESTE,8355,RIBON,009-01,2025-02-04,CORTE HARVESTER,S,2025-01-25,Araças,BAHIA,1.32
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,039-01,2025-02-11,CORTE HARVESTER,S,2025-02-09,Marília,SÃO PAULO,8.19
BRACELL MG,5019,SAN NELO,034-01,2025-05-07,CORTE HARVESTER,S,2025-04-27,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,008-01,2025-03-05,CORTE HARVESTER,S,2025-02-27,Marília,SÃO PAULO,17.32
BRACELL BA OESTE,8209,MONTE VERDE,029-02,2025-03-10,CORTE HARVESTER,S,2025-03-05,Alagoinhas,BAHIA,1.36
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,006-01,2025-01-27,CORTE HARVESTER,S,2025-01-06,Marília,SÃO PAULO,8.19
BRACELL SP,0309,BOA ESPERANÇA V,002-01,2025-03-09,CORTE HARVESTER,S,2025-03-03,Marília,SÃO PAULO,34.5
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,009-01,2025-03-06,CORTE HARVESTER,S,2025-03-03,Marília,SÃO PAULO,17.32
BRACELL SP,0535,SANTANNA,016-01,2025-05-01,CORTE HARVESTER,S,2025-04-29,Fernão,SÃO PAULO,23.78
BRACELL SP,0552,BOCAINA DA BOA VISTA,005-01,2025-04-21,CORTE HARVESTER,S,2025-04-18,Ribeirão Bonito,SÃO PAULO,1.46
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,045-01,2025-04-10,CORTE HARVESTER,S,2025-04-09,Aramari,BAHIA,17.37
BRACELL MG,5019,SAN NELO,009-01,2025-06-11,CORTE HARVESTER,S,2025-05-04,Sacramento,MINAS GERAIS,1.34
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,058-01,2025-04-04,CORTE HARVESTER,S,2025-04-02,Aramari,BAHIA,17.37
BRACELL MG,5019,SAN NELO,018-01,2025-05-21,CORTE HARVESTER,S,2025-05-16,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0600,SÍTIO DO LONTRA,001-01,2025-06-08,CORTE HARVESTER,S,2025-06-05,Guarantã,SÃO PAULO,5.01
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,072-01,2025-04-04,CORTE HARVESTER,S,2025-03-23,Aramari,BAHIA,17.37
BRACELL BA OESTE,8118,PIVOT,005-01,2025-05-13,CORTE HARVESTER,S,2025-05-04,Inhambupe,BAHIA,37.82
BRACELL MG,5019,SAN NELO,035-01,2025-05-07,CORTE HARVESTER,S,2025-04-26,Sacramento,MINAS GERAIS,1.34
BRACELL BA OESTE,8110,ORION,021-01,2025-03-25,CORTE HARVESTER,S,2025-03-18,Araças,BAHIA,27.56
BRACELL MG,5014,NOVA ERA,004-01,2024-12-22,CORTE HARVESTER,S,2024-12-21,,,
BRACELL BA OESTE,8209,MONTE VERDE,020-01,2025-03-11,CORTE HARVESTER,S,2025-03-02,Alagoinhas,BAHIA,1.36
BRACELL SP,0649,SÃO FRANCISCO IX,010-01,2025-03-17,CORTE HARVESTER,S,2025-03-13,Álvaro de Carvalho,SÃO PAULO,61.05
BRACELL BA OESTE,8038,CONCEIÇÃO,018-01,2025-05-18,CORTE HARVESTER,S,2025-05-17,Alagoinhas,BAHIA,3.54
BRACELL BA OESTE,8209,MONTE VERDE,027-01,2025-03-10,CORTE HARVESTER,S,2025-03-05,Alagoinhas,BAHIA,1.36
BRACELL SP,0025,SANTA RITA II,020-01,2025-02-08,CORTE HARVESTER,S,2025-02-03,Agudos,SÃO PAULO,28.9
BRACELL SP,0649,SÃO FRANCISCO IX,001-01,2025-03-15,CORTE HARVESTER,S,2025-03-11,Álvaro de Carvalho,SÃO PAULO,61.05
BRACELL SP,0428,SÃO MANOEL IV,301-01,2025-03-04,CORTE HARVESTER,S,2025-03-01,Presidente Alves,SÃO PAULO,31.37
BRACELL BA OESTE,8114,PATI,001-01,2025-03-10,CORTE HARVESTER,S,2025-02-23,Araças,BAHIA,33.67
BRACELL SP,0265,ITAMARATI,047-01,2025-05-27,CORTE HARVESTER,S,2025-05-23,Paulistânia,SÃO PAULO,46.5
BRACELL BA OESTE,8110,ORION,007-01,2025-04-06,CORTE HARVESTER,S,2025-04-04,Araças,BAHIA,27.56
BRACELL BA OESTE,8110,ORION,008-01,2025-04-04,CORTE HARVESTER,S,2025-04-01,Araças,BAHIA,27.56
BRACELL BA OESTE,8045,FARJE,026-02,2025-03-20,CORTE HARVESTER,S,2025-03-14,Araças,BAHIA,36.99
BRACELL BA OESTE,8383,SERRA DO BODE,013-01,2025-04-20,CORTE HARVESTER,S,2025-04-20,Alagoinhas,BAHIA,0.09
BRACELL SP,0501,PORTO SEGURO - GLEBA B,004-01,2025-04-21,CORTE HARVESTER,S,2025-04-18,Mineiros do Tietê,SÃO PAULO,0.63
BRACELL BA OESTE,8115,PATIOBA,026-01,2025-04-20,CORTE HARVESTER,S,2025-04-15,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,075-01,2025-03-28,CORTE HARVESTER,S,2025-03-25,Aramari,BAHIA,17.37
BRACELL SP,0632,SÃO MARCOS,039-01,2025-02-13,CORTE HARVESTER,S,2025-02-12,Analândia,SÃO PAULO,4.08
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,069-01,2025-03-26,CORTE HARVESTER,S,2025-03-19,Aramari,BAHIA,17.37
BRACELL SP,0607,SEMEADOR,008-01,2025-03-18,CORTE HARVESTER,S,2025-03-13,Botucatu,SÃO PAULO,0.26
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,064-01,2025-03-26,CORTE HARVESTER,S,2025-03-21,Aramari,BAHIA,17.37
BRACELL SP,0632,SÃO MARCOS,014-01,2025-02-11,CORTE HARVESTER,S,2025-02-10,Analândia,SÃO PAULO,4.08
BRACELL BA OESTE,8115,PATIOBA,022-01,2025-04-23,CORTE HARVESTER,S,2025-04-20,Alagoinhas,BAHIA,36.26
BRACELL SP,0632,SÃO MARCOS,018-01,2025-02-20,CORTE HARVESTER,S,2025-02-20,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,025-01,2025-02-13,CORTE HARVESTER,S,2025-02-12,Analândia,SÃO PAULO,4.08
BRACELL SP,0697,RETIRO II - BAURU,001-01,2025-05-27,CORTE HARVESTER,S,2025-05-20,Bauru,SÃO PAULO,21.68
BRACELL SP,0632,SÃO MARCOS,034-01,2025-02-24,CORTE HARVESTER,S,2025-02-23,Analândia,SÃO PAULO,4.08
BRACELL SP,2005,LAGEADINHO II - BOREBI,006-01,2025-06-16,CORTE HARVESTER,S,2025-06-06,Borebi,SÃO PAULO,21.71
BRACELL SP,0632,SÃO MARCOS,032-01,2025-02-24,CORTE HARVESTER,S,2025-02-22,Analândia,SÃO PAULO,4.08
BRACELL SP,0600,SÍTIO DO LONTRA,002-01,2025-06-08,CORTE HARVESTER,S,2025-06-05,Guarantã,SÃO PAULO,5.01
BRACELL SP,0358,SÃO JOSÉ IV - GLEBA I,003-01,2025-02-07,CORTE HARVESTER,S,2025-01-31,Avaí,SÃO PAULO,1.89
BRACELL SP,0632,SÃO MARCOS,037-01,2025-02-13,CORTE HARVESTER,S,2025-02-12,Analândia,SÃO PAULO,4.08
BRACELL BA OESTE,8019,BONFIM,015-01,2025-06-20,CORTE HARVESTER,S,2025-06-14,Duartina,SÃO PAULO,2.99
BRACELL SP,0632,SÃO MARCOS,016-01,2025-02-18,CORTE HARVESTER,S,2025-02-16,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,005-01,2025-02-21,CORTE HARVESTER,S,2025-02-21,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,009-01,2025-02-23,CORTE HARVESTER,S,2025-02-22,Analândia,SÃO PAULO,4.08
BRACELL SP,0343,SOF,021-01,2025-02-20,CORTE HARVESTER,S,2025-02-19,Avaí,SÃO PAULO,0.31
BRACELL MG,5019,SAN NELO,042-01,2025-05-03,CORTE HARVESTER,S,2025-04-30,Sacramento,MINAS GERAIS,1.34
