dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL SP,0600,SÍTIO DO LONTRA,003-01,2025-06-08,CORTE HARVESTER,S,2025-06-04,Guarantã,SÃO PAULO,5.01
BRACELL BA OESTE,8326,PALMEIRA,009-01,2025-03-10,CORTE HARVESTER,S,2025-03-01,Alagoinhas,BAHIA,15.71
BRACELL MG,5019,SAN NELO,047-01,2025-05-22,CORTE HARVESTER,S,2025-05-21,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0475,IPÊ III - ITATINGA,003-01,2025-02-28,CORTE HARVESTER,S,2025-02-28,Itatinga,SÃO PAULO,7.94
BRACELL MG,5019,SAN NELO,001-01,,CORTE HARVESTER,N,2025-06-09,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0654,LUDLET,001-01,2025-04-25,CORTE HARVESTER,S,2025-04-22,Gália,SÃO PAULO,0.4
BRACELL SP,0301,VAL DE PALMAS III,005-01,2025-06-14,CORTE HARVESTER,S,2025-06-08,Avaí,SÃO PAULO,13.62
BRACELL SP,0587,SÃO FRANCISCO VII,002-01,2025-03-11,CORTE HARVESTER,S,2025-03-07,Itatinga,SÃO PAULO,0.24
BRACELL SP,0587,SÃO FRANCISCO VII,006-01,2025-03-13,CORTE HARVESTER,S,2025-03-08,Itatinga,SÃO PAULO,0.24
BRACELL SP,0265,ITAMARATI,040-01,2024-10-01,CORTE HARVESTER,S,2024-09-18,Paulistânia,SÃO PAULO,46.5
BRACELL SP,0351,SANTA MARIANA II,004-01,2024-12-06,CORTE HARVESTER,S,2024-12-03,Oriente,SÃO PAULO,32.16
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,068-01,2025-03-25,CORTE HARVESTER,S,2025-03-19,Aramari,BAHIA,17.37
BRACELL BA OESTE,8383,SERRA DO BODE,012-01,2025-04-23,CORTE HARVESTER,S,2025-04-17,Alagoinhas,BAHIA,0.09
BRACELL MG,5019,SAN NELO,039-01,2025-04-21,CORTE HARVESTER,S,2025-04-20,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0599,SÍTIO NOVO HORIZONTE,004-01,2025-06-06,CORTE HARVESTER,S,2025-06-01,Avaí,SÃO PAULO,1.19
BRACELL BA OESTE,8141,SÍTIO DO MEIO,022-01,,CORTE HARVESTER,N,2025-06-16,Entre Rios,BAHIA,4.1
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,014-01,2025-05-01,CORTE HARVESTER,S,2025-04-27,Piratininga,SÃO PAULO,0.15
BRACELL SP,0343,SOF,014-01,2025-02-15,CORTE HARVESTER,S,2025-02-14,Avaí,SÃO PAULO,0.31
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,015-01,2024-07-26,CORTE HARVESTER,S,2024-07-20,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,014-01,2024-07-26,CORTE HARVESTER,S,2024-07-13,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,024-01,2024-07-19,CORTE HARVESTER,S,2024-07-16,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0287,VAL DE PALMAS I,006-01,2025-02-21,CORTE HARVESTER,S,2025-02-17,Bauru,SÃO PAULO,3.18
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,018-01,2024-07-10,CORTE HARVESTER,S,2024-07-07,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,020-01,2024-07-22,CORTE HARVESTER,S,2024-07-07,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,012-01,2024-07-29,CORTE HARVESTER,S,2024-07-24,Pirajuí,SÃO PAULO,7.64
BRACELL BA LESTE,8318,MIRANGA,028-01,2025-01-02,CORTE HARVESTER,S,2024-12-26,Catu    ,BAHIA,93.24
BRACELL BA LESTE,8318,MIRANGA,030-01,2025-01-06,CORTE HARVESTER,S,2024-12-26,Catu    ,BAHIA,93.24
BRACELL SP,0418,SANTA TEREZINHA III,007-01,,CORTE HARVESTER,N,,Piratininga,SÃO PAULO,2.04
BRACELL SP,0343,SOF,016-01,2025-02-17,CORTE HARVESTER,S,2025-02-15,Avaí,SÃO PAULO,0.31
BRACELL BA LESTE,8318,MIRANGA,031-01,2025-01-06,CORTE HARVESTER,S,2024-12-26,Catu    ,BAHIA,93.24
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,011-01,2024-07-29,CORTE HARVESTER,S,2024-07-25,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,003-01,2024-07-29,CORTE HARVESTER,S,2024-07-27,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0343,SOF,020-01,2025-02-13,CORTE HARVESTER,S,2025-02-12,Avaí,SÃO PAULO,0.31
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,004-01,2025-02-28,CORTE HARVESTER,S,2025-02-22,Marília,SÃO PAULO,17.32
BRACELL SP,0309,BOA ESPERANÇA V,008-01,2025-03-18,CORTE HARVESTER,S,2025-03-11,Marília,SÃO PAULO,34.5
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,006-01,2024-07-30,CORTE HARVESTER,S,2024-07-27,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,008-01,2024-07-30,CORTE HARVESTER,S,2024-07-26,Pirajuí,SÃO PAULO,7.64
BRACELL BA LESTE,8021,BREJADA,026-01,2024-12-05,CORTE HARVESTER,S,2024-11-29,Entre Rios,BAHIA,5.26
BRACELL BA LESTE,8252,BICA,001-01,2025-01-30,CORTE HARVESTER,S,2025-01-16,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8355,RIBON,011-01,2025-02-04,CORTE HARVESTER,S,2025-01-19,Araças,BAHIA,1.32
BRACELL SP,0475,IPÊ III - ITATINGA,007-01,2025-02-08,CORTE HARVESTER,S,2025-01-28,Itatinga,SÃO PAULO,7.94
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,035-01,2024-07-16,CORTE HARVESTER,S,2024-07-13,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0604,SÃO BENEDITO II – GUAIMBÊ,003-01,2025-05-02,CORTE HARVESTER,S,2025-04-16,Guaimbê,SÃO PAULO,25.71
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,013-01,2024-07-23,CORTE HARVESTER,S,2024-07-20,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,016-01,2025-04-28,CORTE HARVESTER,S,2025-04-25,Piratininga,SÃO PAULO,0.15
BRACELL SP,0454,SANTA TEREZA III - MARÍLIA,001-01,2025-06-11,CORTE HARVESTER,S,2025-06-08,Marília,SÃO PAULO,56.83
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,016-01,2024-07-26,CORTE HARVESTER,S,2024-07-22,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0385,RANCHARIA,024-01,2025-03-30,CORTE HARVESTER,S,2025-03-27,Alvinlândia,SÃO PAULO,4.59
BRACELL PR,1130,MASCHIETTO,020-01,2025-06-02,CORTE HARVESTER,S,2025-04-29,Sengés,PARANÁ,6.98
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,013-01,2025-05-27,CORTE HARVESTER,S,2025-05-23,Presidente Alves,SÃO PAULO,8.07
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,027-01,2024-07-10,CORTE HARVESTER,S,2024-07-07,Pirajuí,SÃO PAULO,7.64
BRACELL BA LESTE,8371,SÃO JORGE,018-01,2025-01-20,CORTE HARVESTER,S,2025-01-16,Entre Rios,BAHIA,5.8
BRACELL BA OESTE,8246,BACALHAU,004-01,2025-06-02,CORTE HARVESTER,S,2025-05-30,Alagoinhas,BAHIA,0.02
BRACELL SP,0475,IPÊ III - ITATINGA,026-01,2025-01-31,CORTE HARVESTER,S,2025-01-30,Itatinga,SÃO PAULO,7.94
BRACELL SP,0584,SONHO MEU,004-01,2025-05-13,CORTE HARVESTER,S,2025-05-09,Guaimbê,SÃO PAULO,1.79
BRACELL SP,0475,IPÊ III - ITATINGA,004-01,2025-02-28,CORTE HARVESTER,S,2025-02-28,Itatinga,SÃO PAULO,7.94
BRACELL SP,0584,SONHO MEU,005-01,2025-05-13,CORTE HARVESTER,S,2025-05-08,Guaimbê,SÃO PAULO,1.79
BRACELL BA LESTE,8191,CAPIVARA,003-01,2025-02-07,CORTE HARVESTER,S,2025-01-30,Entre Rios,BAHIA,44.79
BRACELL BA OESTE,8115,PATIOBA,043-01,2025-05-14,CORTE HARVESTER,S,2025-05-10,Alagoinhas,BAHIA,36.26
BRACELL SP,0350,ÁGUA DA ONÇA,003-01,2025-05-31,CORTE HARVESTER,S,2025-05-30,Agudos,SÃO PAULO,0.15
BRACELL SP,0584,SONHO MEU,001-01,2025-05-04,CORTE HARVESTER,S,2025-05-02,Guaimbê,SÃO PAULO,1.79
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,010-01,2024-07-27,CORTE HARVESTER,S,2024-07-25,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0391,ESTÂNCIA ELIENE,001-01,2025-01-11,CORTE HARVESTER,S,2025-01-08,Getulina,SÃO PAULO,4.67
BRACELL SP,0465,ALIANÇA III,002-01,2025-03-11,CORTE HARVESTER,S,2025-03-06,Itapeva,SÃO PAULO,11.97
BRACELL PR,1130,MASCHIETTO,030-01,2025-05-09,CORTE HARVESTER,S,2025-05-03,Sengés,PARANÁ,6.98
BRACELL SP,0308,ÁGUA BRANCA II,038-01,2025-06-05,CORTE HARVESTER,S,2025-06-02,Pirajuí,SÃO PAULO,17.49
BRACELL BA LESTE,8252,BICA,013-01,2025-01-20,CORTE HARVESTER,S,2025-01-13,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8252,BICA,019-01,2025-01-30,CORTE HARVESTER,S,2025-01-15,Entre Rios,BAHIA,9.26
BRACELL SP,0288,VAL DE PALMAS II,008-01,2025-03-02,CORTE HARVESTER,S,2025-02-20,Bauru,SÃO PAULO,7.03
BRACELL SP,0177,SÃO PEDRO,012-01,,CORTE HARVESTER,N,2024-12-15,Piratininga,SÃO PAULO,9.26
BRACELL BA LESTE,8371,SÃO JORGE,006-01,2025-01-29,CORTE HARVESTER,S,2025-01-21,Entre Rios,BAHIA,5.8
BRACELL BA LESTE,8252,BICA,020-01,2025-01-30,CORTE HARVESTER,S,2025-01-21,Entre Rios,BAHIA,9.26
BRACELL SP,0350,ÁGUA DA ONÇA,001-01,2025-06-03,CORTE HARVESTER,S,2025-05-19,Agudos,SÃO PAULO,0.15
BRACELL SP,0665,SANTANA II - BAURU,002-02,2025-05-31,CORTE HARVESTER,S,2025-05-30,Bauru,SÃO PAULO,1.8
BRACELL SP,0177,SÃO PEDRO,026-01,,CORTE HARVESTER,N,2024-12-07,Piratininga,SÃO PAULO,9.26
BRACELL SP,0584,SONHO MEU,006-01,2025-05-10,CORTE HARVESTER,S,2025-05-06,Guaimbê,SÃO PAULO,1.79
BRACELL SP,0584,SONHO MEU,008-01,2025-05-07,CORTE HARVESTER,S,2025-05-04,Guaimbê,SÃO PAULO,1.79
BRACELL SP,0057,CABREÚVA,017-01,,CORTE HARVESTER,N,,Agudos,SÃO PAULO,41.41
BRACELL SP,0505,BORSOI,002-01,2025-05-05,CORTE HARVESTER,S,2025-04-25,São Miguel Arcanjo,SÃO PAULO,4.63
BRACELL SP,0057,CABREÚVA,020-01,,CORTE HARVESTER,N,,Agudos,SÃO PAULO,41.41
BRACELL SP,0308,ÁGUA BRANCA II,039-01,2025-06-05,CORTE HARVESTER,S,2025-06-03,Pirajuí,SÃO PAULO,17.49
BRACELL SP,0057,CABREÚVA,003-01,2025-05-09,CORTE HARVESTER,S,2025-05-06,Agudos,SÃO PAULO,41.41
BRACELL SP,0057,CABREÚVA,012-01,2025-05-17,CORTE HARVESTER,S,2025-05-10,Agudos,SÃO PAULO,41.41
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,011-01,2025-06-22,CORTE HARVESTER,S,2025-06-17,Prata,MINAS GERAIS,1.03
BRACELL SP,0057,CABREÚVA,041-01,2025-05-04,CORTE HARVESTER,S,2025-05-01,Agudos,SÃO PAULO,41.41
BRACELL SP,0057,CABREÚVA,011-01,2025-05-14,CORTE HARVESTER,S,2025-05-09,Agudos,SÃO PAULO,41.41
BRACELL MG,5019,SAN NELO,017-01,2025-05-19,CORTE HARVESTER,S,2025-05-08,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0057,CABREÚVA,010-01,2025-05-23,CORTE HARVESTER,S,2025-05-17,Agudos,SÃO PAULO,41.41
BRACELL SP,0320,BOA SORTE III,307-01,2025-06-01,CORTE HARVESTER,S,2025-05-28,Presidente Alves,SÃO PAULO,7.78
BRACELL SP,0057,CABREÚVA,013-01,2025-05-20,CORTE HARVESTER,S,2025-05-13,Agudos,SÃO PAULO,41.41
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,018-01,2025-05-25,CORTE HARVESTER,S,2025-05-18,Presidente Alves,SÃO PAULO,8.07
BRACELL SP,0320,BOA SORTE III,001-01,2025-05-31,CORTE HARVESTER,S,2025-05-28,Presidente Alves,SÃO PAULO,7.78
BRACELL SP,0587,SÃO FRANCISCO VII,001-01,2025-03-13,CORTE HARVESTER,S,2025-03-07,Itatinga,SÃO PAULO,0.24
BRACELL SP,0320,BOA SORTE III,002-01,2025-06-01,CORTE HARVESTER,S,2025-05-30,Presidente Alves,SÃO PAULO,7.78
BRACELL SP,0587,SÃO FRANCISCO VII,015-01,2025-03-10,CORTE HARVESTER,S,2025-03-08,Itatinga,SÃO PAULO,0.24
BRACELL SP,0587,SÃO FRANCISCO VII,005-01,2025-03-13,CORTE HARVESTER,S,2025-03-10,Itatinga,SÃO PAULO,0.24
BRACELL BA OESTE,8115,PATIOBA,021-01,2025-05-05,CORTE HARVESTER,S,2025-04-20,Alagoinhas,BAHIA,36.26
BRACELL SP,0652,SÃO JOSÉ X - BOFETE,002-01,2025-04-14,CORTE HARVESTER,S,2025-03-18,Bofete,SÃO PAULO,0.14
BRACELL SP,0652,SÃO JOSÉ X - BOFETE,003-01,2025-04-14,CORTE HARVESTER,S,2025-03-18,Bofete,SÃO PAULO,0.14
BRACELL GO,1086,QUEIXADA,041-01,2025-04-20,CORTE HARVESTER,S,2025-04-18,Itarumã,GOIÁS,0.94
BRACELL SP,0498,NOVA ICATU,002-01,2025-03-17,CORTE HARVESTER,S,2025-03-07,Cafelândia,SÃO PAULO,72.15
BRACELL PR,1119,RODEIO,001-01,2025-04-08,CORTE HARVESTER,S,2024-12-05,Tomazina,PARANÁ,0.92
BRACELL SP,0584,SONHO MEU,007-01,2025-05-07,CORTE HARVESTER,S,2025-05-04,Guaimbê,SÃO PAULO,1.79
BRACELL SP,0654,LUDLET,003-01,2025-04-25,CORTE HARVESTER,S,2025-04-21,Gália,SÃO PAULO,0.4
BRACELL BA LESTE,8184,VALE DO IMBÉ,002-01,2025-01-20,CORTE HARVESTER,S,2025-01-06,Cardeal da Silva,BAHIA,12.07
BRACELL GO,1086,QUEIXADA,007-01,2025-04-20,CORTE HARVESTER,S,2025-04-14,Itarumã,GOIÁS,0.94
BRACELL PR,1130,MASCHIETTO,014-01,,CORTE HARVESTER,N,2025-04-29,Sengés,PARANÁ,6.98
BRACELL BA OESTE,8115,PATIOBA,045-01,2025-05-14,CORTE HARVESTER,S,2025-05-01,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8115,PATIOBA,029-02,2025-05-05,CORTE HARVESTER,S,2025-05-01,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8115,PATIOBA,008-01,2025-05-05,CORTE HARVESTER,S,2025-04-27,Alagoinhas,BAHIA,36.26
BRACELL PR,1130,MASCHIETTO,031-01,2025-05-09,CORTE HARVESTER,S,2025-05-01,Sengés,PARANÁ,6.98
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,003-01,2025-05-27,CORTE HARVESTER,S,2025-05-17,Presidente Alves,SÃO PAULO,8.07
BRACELL BA OESTE,8115,PATIOBA,016-01,2025-04-29,CORTE HARVESTER,S,2025-04-25,Alagoinhas,BAHIA,36.26
BRACELL SP,0138,PINHALZINHO,003-01,2025-05-07,CORTE HARVESTER,S,2025-05-02,Espírito Santo do Turvo,SÃO PAULO,9.92
BRACELL SP,0057,CABREÚVA,036-01,2025-05-04,CORTE HARVESTER,S,2025-05-03,Agudos,SÃO PAULO,41.41
BRACELL SP,0320,BOA SORTE III,310-01,2025-06-08,CORTE HARVESTER,S,2025-06-01,Presidente Alves,SÃO PAULO,7.78
BRACELL SP,0383,SANTA TEREZA DO LIMOEIRO II,003-01,2025-05-20,CORTE HARVESTER,S,2025-05-17,Paulistânia,SÃO PAULO,3.54
BRACELL SP,0601,SÃO PEDRO III,003-01,2025-06-08,CORTE HARVESTER,S,2025-06-01,Avaí,SÃO PAULO,0.25
BRACELL SP,0057,CABREÚVA,009-01,2025-05-19,CORTE HARVESTER,S,2025-05-02,Agudos,SÃO PAULO,41.41
BRACELL SP,0475,IPÊ III - ITATINGA,005-01,2025-02-06,CORTE HARVESTER,S,2025-02-05,Itatinga,SÃO PAULO,7.94
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,005-01,2025-05-20,CORTE HARVESTER,S,2025-05-16,Presidente Alves,SÃO PAULO,8.07
BRACELL BA LESTE,8355,RIBON,005-01,2025-02-19,CORTE HARVESTER,S,2025-01-20,Araças,BAHIA,1.32
BRACELL BA LESTE,8191,CAPIVARA,002-01,2025-02-12,CORTE HARVESTER,S,2025-01-29,Entre Rios,BAHIA,44.79
BRACELL SP,0057,CABREÚVA,037-01,2025-05-06,CORTE HARVESTER,S,2025-05-03,Agudos,SÃO PAULO,41.41
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,012-01,2025-05-25,CORTE HARVESTER,S,2025-05-20,Presidente Alves,SÃO PAULO,8.07
BRACELL BA OESTE,8383,SERRA DO BODE,002-01,2025-04-29,CORTE HARVESTER,S,2025-04-24,Alagoinhas,BAHIA,0.09
BRACELL SP,0057,CABREÚVA,008-01,2025-05-11,CORTE HARVESTER,S,2025-05-07,Agudos,SÃO PAULO,41.41
BRACELL SP,0603,BRINCO DE OURO,002-01,2025-05-05,CORTE HARVESTER,S,2025-05-02,Ubirajara,SÃO PAULO,11.85
BRACELL SP,0301,VAL DE PALMAS III,003-01,2025-06-14,CORTE HARVESTER,S,2025-06-07,Avaí,SÃO PAULO,13.62
BRACELL SP,0475,IPÊ III - ITATINGA,013-01,2025-01-28,CORTE HARVESTER,S,2025-01-28,Itatinga,SÃO PAULO,7.94
BRACELL SP,0567,SANTA RITA DE CÁSSIA II - RIBEIRÃO BONITO,003-01,2025-04-30,CORTE HARVESTER,S,2025-04-25,Ribeirão Bonito,SÃO PAULO,0.78
BRACELL MG,5019,SAN NELO,002-01,,CORTE HARVESTER,N,2025-06-09,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0138,PINHALZINHO,004-01,2025-05-06,CORTE HARVESTER,S,2025-05-02,Espírito Santo do Turvo,SÃO PAULO,9.92
BRACELL SP,0596,SÃO JOSÉ IX,005-01,2025-06-17,CORTE HARVESTER,S,2025-06-14,Ubirajara,SÃO PAULO,15.32
BRACELL SP,0057,CABREÚVA,018-01,,CORTE HARVESTER,N,,Agudos,SÃO PAULO,41.41
BRACELL SP,0057,CABREÚVA,032-01,2025-05-09,CORTE HARVESTER,S,2025-05-05,Agudos,SÃO PAULO,41.41
BRACELL SP,0057,CABREÚVA,019-01,,CORTE HARVESTER,N,,Agudos,SÃO PAULO,41.41
BRACELL SP,0014,TURVINHO II,065-01,2025-01-18,CORTE HARVESTER,S,2025-01-17,Borebi,SÃO PAULO,10.97
BRACELL SP,0014,TURVINHO II,064-01,2025-01-18,CORTE HARVESTER,S,2025-01-17,Borebi,SÃO PAULO,10.97
BRACELL SP,0054,SÃO ROQUE,005-01,2024-09-11,CORTE HARVESTER,S,2024-09-02,Paulistânia,SÃO PAULO,54.96
BRACELL SP,0558,SANTA CECÍLIA II,003-01,2025-01-06,CORTE HARVESTER,S,2025-01-06,Getulina,SÃO PAULO,0.74
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,015-01,2025-05-09,CORTE HARVESTER,S,2025-05-02,Itapetininga,SÃO PAULO,3.15
BRACELL SP,1114,SÃO JOAQUIM VII,021-01,2024-07-23,CORTE HARVESTER,S,2024-07-18,Riversul,SÃO PAULO,7.24
BRACELL SP,0285,CACHOEIRINHA II,309-01,2024-06-13,CORTE HARVESTER,S,2024-06-13,Pirajuí,SÃO PAULO,8.5
BRACELL SP,0558,SANTA CECÍLIA II,002-01,2025-01-08,CORTE HARVESTER,S,2025-01-08,Getulina,SÃO PAULO,0.74
BRACELL SP,0383,SANTA TEREZA DO LIMOEIRO II,001-01,2025-06-02,CORTE HARVESTER,S,2025-05-17,Paulistânia,SÃO PAULO,3.54
BRACELL SP,0057,CABREÚVA,074-01,2025-05-06,CORTE HARVESTER,S,2025-05-04,Agudos,SÃO PAULO,41.41
BRACELL SP,1114,SÃO JOAQUIM VII,017-01,2024-06-30,CORTE HARVESTER,S,2024-06-05,Riversul,SÃO PAULO,7.24
BRACELL SP,0630,SANTA HELENA V - GETULINA,001-01,2025-02-03,CORTE HARVESTER,S,2025-02-03,Getulina,SÃO PAULO,19.89
BRACELL SP,1114,SÃO JOAQUIM VII,001-01,2024-07-23,CORTE HARVESTER,S,2024-07-06,Riversul,SÃO PAULO,7.24
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,009-01,2025-04-29,CORTE HARVESTER,S,2025-04-22,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,1114,SÃO JOAQUIM VII,022-01,2024-07-28,CORTE HARVESTER,S,2024-07-17,Riversul,SÃO PAULO,7.24
BRACELL SP,0435,ANCHIETA,001-01,2025-04-12,CORTE HARVESTER,S,2025-03-31,São Manuel,SÃO PAULO,12.12
BRACELL MG,5019,SAN NELO,006-01,2025-06-23,CORTE HARVESTER,S,2025-06-10,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0298,MONJOLÃO,058-01,2024-12-30,CORTE HARVESTER,S,2024-12-30,Bofete,SÃO PAULO,6.4
BRACELL SP,0587,SÃO FRANCISCO VII,004-01,2025-03-13,CORTE HARVESTER,S,2025-03-10,Itatinga,SÃO PAULO,0.24
BRACELL SP,0057,CABREÚVA,075-01,2025-05-06,CORTE HARVESTER,S,2025-05-04,Agudos,SÃO PAULO,41.41
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,021-01,2025-05-08,CORTE HARVESTER,S,2025-04-30,Quintana,SÃO PAULO,25.49
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,001-01,2025-04-22,CORTE HARVESTER,S,2025-04-18,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,2003,PAU D'ALHO II,303-01,2025-05-10,CORTE HARVESTER,S,2025-05-09,Lucianópolis,SÃO PAULO,0.34
BRACELL SP,0587,SÃO FRANCISCO VII,009-01,2025-03-11,CORTE HARVESTER,S,2025-03-10,Itatinga,SÃO PAULO,0.24
BRACELL BA LESTE,8083,FUNDÃO,014-01,2025-02-04,CORTE HARVESTER,S,2025-01-28,Entre Rios,BAHIA,24.79
BRACELL BA LESTE,8083,FUNDÃO,012-01,2025-02-04,CORTE HARVESTER,S,2025-01-28,Entre Rios,BAHIA,24.79
BRACELL BA LESTE,8083,FUNDÃO,009-01,2025-02-04,CORTE HARVESTER,S,2025-01-25,Entre Rios,BAHIA,24.79
BRACELL SP,0587,SÃO FRANCISCO VII,007-01,2025-03-12,CORTE HARVESTER,S,2025-03-11,Itatinga,SÃO PAULO,0.24
BRACELL SP,0584,SONHO MEU,009-01,2025-05-09,CORTE HARVESTER,S,2025-05-04,Guaimbê,SÃO PAULO,1.79
BRACELL SP,0535,SANTANNA,005-01,2025-05-02,CORTE HARVESTER,S,2025-04-23,Fernão,SÃO PAULO,23.78
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,004-01,2025-05-01,CORTE HARVESTER,S,2025-04-22,Quintana,SÃO PAULO,25.49
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,005-01,2025-05-04,CORTE HARVESTER,S,2025-04-24,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0272,RIO BRILHANTE,008-01,2025-01-21,CORTE HARVESTER,S,2025-01-17,Torrinha,SÃO PAULO,0.12
BRACELL SP,0603,BRINCO DE OURO,008-01,2025-05-22,CORTE HARVESTER,S,2025-05-19,Ubirajara,SÃO PAULO,11.85
BRACELL BA OESTE,8130,RIO TORTO,018-01,2025-04-13,CORTE HARVESTER,S,2025-04-09,Alagoinhas,BAHIA,17.89
BRACELL SP,1114,SÃO JOAQUIM VII,003-01,2024-07-27,CORTE HARVESTER,S,2024-07-23,Riversul,SÃO PAULO,7.24
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,010-01,2025-04-26,CORTE HARVESTER,S,2025-04-23,Quintana,SÃO PAULO,25.49
BRACELL SP,0577,SÃO VICENTE DO POÇO DA PEDRA,006-01,2025-05-14,CORTE HARVESTER,S,2025-05-13,Fernão,SÃO PAULO,0.71
BRACELL MG,5019,SAN NELO,014-01,2025-06-03,CORTE HARVESTER,S,2025-04-06,Sacramento,MINAS GERAIS,1.34
BRACELL BA OESTE,8209,MONTE VERDE,028-01,2025-03-10,CORTE HARVESTER,S,2025-03-05,Alagoinhas,BAHIA,1.36
BRACELL BA OESTE,8045,FARJE,002-01,2025-03-11,CORTE HARVESTER,S,2025-03-09,Araças,BAHIA,36.99
BRACELL SP,1114,SÃO JOAQUIM VII,030-01,2024-07-27,CORTE HARVESTER,S,2024-07-21,Riversul,SÃO PAULO,7.24
BRACELL SP,0603,BRINCO DE OURO,016-01,2025-05-07,CORTE HARVESTER,S,2025-05-02,Ubirajara,SÃO PAULO,11.85
BRACELL SP,1114,SÃO JOAQUIM VII,009-01,2024-07-11,CORTE HARVESTER,S,2024-07-08,Riversul,SÃO PAULO,7.24
BRACELL SP,1079,IPIRANGA III - BOREBI,028-01,2023-11-30,CORTE HARVESTER,S,2023-11-30,Borebi,SÃO PAULO,6.14
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,328-01,2024-07-10,CORTE HARVESTER,S,2024-07-07,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0632,SÃO MARCOS,036-01,2025-02-23,CORTE HARVESTER,S,2025-02-22,Analândia,SÃO PAULO,4.08
BRACELL SP,2005,LAGEADINHO II - BOREBI,003-01,2025-06-12,CORTE HARVESTER,S,2025-06-08,Borebi,SÃO PAULO,21.71
BRACELL SP,1114,SÃO JOAQUIM VII,011-01,2024-07-08,CORTE HARVESTER,S,2024-06-19,Riversul,SÃO PAULO,7.24
BRACELL SP,0603,BRINCO DE OURO,013-01,2025-05-12,CORTE HARVESTER,S,2025-05-05,Ubirajara,SÃO PAULO,11.85
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,306-01,2024-07-30,CORTE HARVESTER,S,2024-07-27,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,307-01,2024-07-30,CORTE HARVESTER,S,2024-07-27,Pirajuí,SÃO PAULO,7.64
BRACELL SP,2046,POÇO FUNDO - GLEBA A,001-01,2025-04-27,CORTE HARVESTER,S,2025-04-18,Brotas,SÃO PAULO,12.6
