dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL BA LESTE,8318,MIRANGA,031-01,2025-01-29,BALDEIO FORWARDER,S,2025-01-22,Catu    ,BAHIA,93.24
BRACELL BA LESTE,8318,MIRANGA,029-01,2025-01-29,BALDEIO FORWARDER,S,2025-01-21,Catu    ,BAHIA,93.24
BRACELL BA LESTE,8021,BREJADA,013-01,2025-03-18,BALDEIO FORWARDER,S,2025-03-18,Entre Rios,BAHIA,0.01
BRACELL BA LESTE,8205,JULIETA,002-01,2025-01-29,BALDEIO FORWARDER,S,2025-01-19,Araças,BAHIA,0.71
BRACELL BA LESTE,8021,BREJADA,030-01,2025-03-18,BALDEIO FORWARDER,S,2025-03-18,Entre Rios,BAHIA,0.01
BRACELL BA LESTE,8205,JULIETA,006-01,2025-01-23,BALDEIO FORWARDER,S,2025-01-19,Araças,BAHIA,0.71
BRACELL BA LESTE,8327,PARTILHA,002-01,2025-01-20,BALDEIO FORWARDER,S,2025-01-14,Pojuca,BAHIA,15.79
BRACELL BA LESTE,8211,PAZ E BEM,004-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-15,Araças,BAHIA,7.36
BRACELL BA LESTE,8208,MANGANGÁ,005-01,2025-01-29,BALDEIO FORWARDER,S,2025-01-20,,,
BRACELL SP,0632,SÃO MARCOS,018-01,2025-03-02,BALDEIO FORWARDER,S,2025-02-24,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,025-01,2025-03-02,BALDEIO FORWARDER,S,2025-02-26,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,030-01,2025-03-05,BALDEIO FORWARDER,S,2025-02-28,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,005-01,2025-03-03,BALDEIO FORWARDER,S,2025-03-01,Analândia,SÃO PAULO,4.08
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,027-01,2025-05-05,BALDEIO FORWARDER,S,2025-05-02,Aramari,BAHIA,29.11
BRACELL BA LESTE,8021,BREJADA,025-01,2025-02-26,BALDEIO FORWARDER,S,2025-02-23,Entre Rios,BAHIA,0.01
BRACELL SP,0500,PORTO SEGURO - GLEBA A,007-01,2025-05-24,BALDEIO FORWARDER,S,2025-05-22,Mineiros do Tietê,SÃO PAULO,19.28
BRACELL SP,0057,CABREÚVA,006-01,2025-06-11,BALDEIO FORWARDER,S,2025-06-08,Agudos,SÃO PAULO,38.16
BRACELL MG,5019,SAN NELO,005-01,,BALDEIO FORWARDER,N,,Sacramento,MINAS GERAIS,18.76
BRACELL SP,0632,SÃO MARCOS,009-01,2025-03-03,BALDEIO FORWARDER,S,2025-02-28,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,032-01,2025-02-27,BALDEIO FORWARDER,S,2025-02-23,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,010-01,2025-03-05,BALDEIO FORWARDER,S,2025-03-03,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,028-01,2025-03-02,BALDEIO FORWARDER,S,2025-02-26,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,019-01,2025-02-27,BALDEIO FORWARDER,S,2025-02-23,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,020-01,2025-02-27,BALDEIO FORWARDER,S,2025-02-23,Analândia,SÃO PAULO,4.08
BRACELL SP,0428,SÃO MANOEL IV,007-01,2025-04-14,BALDEIO FORWARDER,S,2025-04-11,Presidente Alves,SÃO PAULO,0.18
BRACELL BA LESTE,8371,SÃO JORGE,004-01,2025-03-20,BALDEIO FORWARDER,S,2025-02-17,Paulistânia,SÃO PAULO,2.21
BRACELL SP,2019,NOSSA SENHORA APARECIDA XII - MARÍLIA,005-01,2025-05-07,BALDEIO FORWARDER,S,2025-05-05,Marília,SÃO PAULO,50.73
BRACELL SP,2019,NOSSA SENHORA APARECIDA XII - MARÍLIA,002-01,2025-05-09,BALDEIO FORWARDER,S,2025-05-04,Marília,SÃO PAULO,50.73
BRACELL SP,0538,ESTÂNCIA MARCOS ANDRÉ,001-01,2025-05-27,BALDEIO FORWARDER,S,2025-05-21,Getulina,SÃO PAULO,5.65
BRACELL SP,0274,BOA VISTA IV,004-01,2025-03-15,BALDEIO FORWARDER,S,2025-03-12,Avaí,SÃO PAULO,12.4
BRACELL BA OESTE,8115,PATIOBA,009-01,2025-05-26,BALDEIO FORWARDER,S,2025-05-21,Alagoinhas,BAHIA,24.07
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,046-01,2025-04-29,BALDEIO FORWARDER,S,2025-03-18,Marília,SÃO PAULO,37.49
BRACELL SP,0379,NOSSA SENHORA AUXILIADORA,005-01,2025-05-01,BALDEIO FORWARDER,S,2025-04-25,Álvaro de Carvalho,SÃO PAULO,51.85
BRACELL SP,2145,SANTA FÉ - GÁLIA,003-01,,BALDEIO FORWARDER,N,,Gália,SÃO PAULO,0.18
BRACELL SP,0380,ONDA VERDE,017-01,2025-04-22,BALDEIO FORWARDER,S,2025-04-20,Lupércio,SÃO PAULO,5.66
BRACELL BA LESTE,8371,SÃO JORGE,008-02,2025-02-19,BALDEIO FORWARDER,S,2025-02-17,Paulistânia,SÃO PAULO,2.21
BRACELL SP,0309,BOA ESPERANÇA V,016-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-17,Marília,SÃO PAULO,34.5
BRACELL BA OESTE,8115,PATIOBA,044-01,2025-06-02,BALDEIO FORWARDER,S,2025-05-28,Alagoinhas,BAHIA,24.07
BRACELL SP,0550,SANTA JOVITA,006-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-16,Lupércio,SÃO PAULO,18.32
BRACELL BA OESTE,8045,FARJE,002-01,2025-04-01,BALDEIO FORWARDER,S,2025-03-31,Araças,BAHIA,24.0
BRACELL BA OESTE,8209,MONTE VERDE,020-01,2025-04-02,BALDEIO FORWARDER,S,2025-03-29,Alagoinhas,BAHIA,4.04
BRACELL BA OESTE,8045,FARJE,023-02,2025-04-02,BALDEIO FORWARDER,S,2025-04-01,Araças,BAHIA,24.0
BRACELL BA OESTE,8045,FARJE,004-02,2025-04-01,BALDEIO FORWARDER,S,2025-04-01,Araças,BAHIA,24.0
BRACELL BA OESTE,8130,RIO TORTO,021-01,2025-05-07,BALDEIO FORWARDER,S,2025-05-03,Alagoinhas,BAHIA,17.74
BRACELL SP,0643,SANTA FRANCISCA - GLEBA A,008-01,2025-06-04,BALDEIO FORWARDER,S,2025-06-01,Piratininga,SÃO PAULO,48.24
BRACELL BA LESTE,8371,SÃO JORGE,002-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-16,Paulistânia,SÃO PAULO,2.21
BRACELL BA LESTE,8225,SENHOR DO BONFIM,003-01,2025-03-20,BALDEIO FORWARDER,S,2025-03-19,Entre Rios,BAHIA,57.18
BRACELL BA LESTE,8371,SÃO JORGE,007-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-16,Paulistânia,SÃO PAULO,2.21
BRACELL BA LESTE,8371,SÃO JORGE,005-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-16,Paulistânia,SÃO PAULO,2.21
BRACELL BA OESTE,8209,MONTE VERDE,030-01,2025-04-02,BALDEIO FORWARDER,S,2025-03-28,Alagoinhas,BAHIA,4.04
BRACELL SP,2010,GUATILU,003-01,2025-05-11,BALDEIO FORWARDER,S,2025-05-08,Guaimbê,SÃO PAULO,1.05
BRACELL BA OESTE,8034,CATUZINHO,001-01,2025-04-23,BALDEIO FORWARDER,S,2025-04-15,Aramari,BAHIA,15.19
BRACELL SP,0358,SÃO JOSÉ IV - GLEBA I,003-01,2025-03-09,BALDEIO FORWARDER,S,2025-03-04,Avaí,SÃO PAULO,13.89
BRACELL BA OESTE,8130,RIO TORTO,020-01,2025-05-07,BALDEIO FORWARDER,S,2025-04-15,Alagoinhas,BAHIA,17.74
BRACELL SP,0470,ESTRELA,005-01,2025-05-16,BALDEIO FORWARDER,S,2025-05-13,Pirajuí,SÃO PAULO,4.22
BRACELL SP,0343,SOF,015-01,2025-03-08,BALDEIO FORWARDER,S,2025-03-05,Avaí,SÃO PAULO,19.13
BRACELL SP,0140,CAMAPUÃ,051-01,2025-02-20,BALDEIO FORWARDER,S,2025-02-11,Reginópolis,SÃO PAULO,9.76
BRACELL SP,0649,SÃO FRANCISCO IX,005-01,2025-05-01,BALDEIO FORWARDER,S,2025-05-01,Álvaro de Carvalho,SÃO PAULO,47.17
BRACELL SP,0552,BOCAINA DA BOA VISTA,006-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-10,Ribeirão Bonito,SÃO PAULO,1.46
BRACELL BA LESTE,8371,SÃO JORGE,016-01,2025-02-21,BALDEIO FORWARDER,S,2025-02-21,Paulistânia,SÃO PAULO,2.21
BRACELL BA LESTE,8224,SANTANA,001-01,2025-02-18,BALDEIO FORWARDER,S,2025-02-15,Entre Rios,BAHIA,5.6
BRACELL SP,0633,SANTA LUCIA IV - PIRATININGA,002-01,2025-06-01,BALDEIO FORWARDER,S,2025-05-19,Piratininga,SÃO PAULO,0.07
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,003-01,,BALDEIO FORWARDER,N,,Quintana,SÃO PAULO,17.67
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,001-01,,BALDEIO FORWARDER,N,2025-06-13,Quintana,SÃO PAULO,17.67
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,028-01,,BALDEIO FORWARDER,N,,Quintana,SÃO PAULO,17.67
BRACELL SP,0643,SANTA FRANCISCA - GLEBA A,006-01,2025-06-04,BALDEIO FORWARDER,S,2025-06-01,Piratininga,SÃO PAULO,48.24
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,017-01,,BALDEIO FORWARDER,N,,Quintana,SÃO PAULO,17.67
BRACELL BA OESTE,8090,JATOBÁ,011-01,,BALDEIO FORWARDER,N,2025-06-14,Inhambupe,BAHIA,15.64
BRACELL SP,0343,SOF,016-01,2025-03-07,BALDEIO FORWARDER,S,2025-03-05,Avaí,SÃO PAULO,19.13
BRACELL BA LESTE,8165,SERGIPE,030-01,2025-02-18,BALDEIO FORWARDER,S,2025-02-09,Jandaíra,BAHIA,7.92
BRACELL SP,0633,SANTA LUCIA IV - PIRATININGA,001-01,2025-06-01,BALDEIO FORWARDER,S,2025-05-30,Piratininga,SÃO PAULO,0.07
BRACELL SP,0343,SOF,003-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-06,Avaí,SÃO PAULO,19.13
BRACELL BA LESTE,8191,CAPIVARA,002-01,2025-03-18,BALDEIO FORWARDER,S,2025-03-12,Entre Rios,BAHIA,29.66
BRACELL SP,0343,SOF,004-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-08,Avaí,SÃO PAULO,19.13
BRACELL SP,0343,SOF,008-01,2025-03-09,BALDEIO FORWARDER,S,2025-03-07,Avaí,SÃO PAULO,19.13
BRACELL SP,0343,SOF,005-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-08,Avaí,SÃO PAULO,19.13
BRACELL BA LESTE,8252,BICA,005-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-27,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8252,BICA,022-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-19,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8355,RIBON,009-03,2025-02-19,BALDEIO FORWARDER,S,2025-02-15,Araças,BAHIA,1.32
BRACELL SP,0451,DONA MINDA,005-01,2025-06-03,BALDEIO FORWARDER,S,2025-06-01,Piratininga,SÃO PAULO,9.61
BRACELL BA OESTE,8383,SERRA DO BODE,004-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-08,Alagoinhas,BAHIA,0.09
BRACELL SP,0470,ESTRELA,011-01,2025-05-18,BALDEIO FORWARDER,S,2025-05-17,Pirajuí,SÃO PAULO,4.22
BRACELL SP,0413,CÓRREGO DO CAMPO II,004-01,2025-05-10,BALDEIO FORWARDER,S,2025-05-07,Mineiros do Tietê,SÃO PAULO,7.39
BRACELL BA LESTE,8355,RIBON,010-01,2025-02-18,BALDEIO FORWARDER,S,2025-02-13,Araças,BAHIA,1.32
BRACELL BA LESTE,8252,BICA,004-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-26,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8083,FUNDÃO,007-01,2025-03-12,BALDEIO FORWARDER,S,2025-03-11,Entre Rios,BAHIA,3.93
BRACELL BA LESTE,8176,PEDRA FURADA,006-01,2025-01-20,BALDEIO FORWARDER,S,2025-01-18,Araças,BAHIA,5.84
BRACELL BA LESTE,8176,PEDRA FURADA,005-01,2025-01-20,BALDEIO FORWARDER,S,2025-01-17,Araças,BAHIA,5.84
BRACELL BA LESTE,8176,PEDRA FURADA,007-01,2025-01-20,BALDEIO FORWARDER,S,2025-01-18,Araças,BAHIA,5.84
BRACELL BA LESTE,8176,PEDRA FURADA,008-01,2025-01-20,BALDEIO FORWARDER,S,2025-01-17,Araças,BAHIA,5.84
BRACELL SP,0343,SOF,001-01,2025-03-09,BALDEIO FORWARDER,S,2025-03-07,Avaí,SÃO PAULO,19.13
BRACELL SP,0343,SOF,012-01,2025-03-08,BALDEIO FORWARDER,S,2025-03-06,Avaí,SÃO PAULO,19.13
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,069-01,2025-04-23,BALDEIO FORWARDER,S,2025-04-20,Aramari,BAHIA,29.11
BRACELL SP,0475,IPÊ III - ITATINGA,026-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-01,Itatinga,SÃO PAULO,2.79
BRACELL BA LESTE,8083,FUNDÃO,008-01,2025-03-12,BALDEIO FORWARDER,S,2025-03-10,Entre Rios,BAHIA,3.93
BRACELL SP,0684,MONTE ALTO,007-01,2025-05-14,BALDEIO FORWARDER,S,2025-05-12,Guaimbê,SÃO PAULO,10.42
BRACELL BA LESTE,8225,SENHOR DO BONFIM,001-01,2025-03-20,BALDEIO FORWARDER,S,2025-03-20,Entre Rios,BAHIA,57.18
BRACELL BA LESTE,8355,RIBON,005-02,2025-02-18,BALDEIO FORWARDER,S,2025-02-12,Araças,BAHIA,1.32
BRACELL BA LESTE,8355,RIBON,008-02,2025-02-18,BALDEIO FORWARDER,S,2025-02-14,Araças,BAHIA,1.32
BRACELL BA LESTE,8225,SENHOR DO BONFIM,007-01,2025-03-20,BALDEIO FORWARDER,S,2025-03-18,Entre Rios,BAHIA,57.18
BRACELL BA LESTE,8355,RIBON,001-02,2025-02-19,BALDEIO FORWARDER,S,2025-02-10,Araças,BAHIA,1.32
BRACELL BA LESTE,8252,BICA,010-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-24,Entre Rios,BAHIA,9.26
BRACELL SP,0276,SANTA ALICE,008-01,2025-03-18,BALDEIO FORWARDER,S,2025-03-15,Cabrália Paulista,SÃO PAULO,2.71
BRACELL SP,0055,LUNARDELLI I,006-01,2024-10-30,BALDEIO FORWARDER,S,2024-10-20,Duartina,SÃO PAULO,4.8
BRACELL GO,1086,QUEIXADA,038-01,2025-05-02,BALDEIO FORWARDER,S,2025-04-28,Itarumã,GOIÁS,0.94
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,009-01,2025-04-25,BALDEIO FORWARDER,S,2025-04-23,Botucatu,SÃO PAULO,2.62
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,025-01,2025-04-30,BALDEIO FORWARDER,S,2025-04-28,Botucatu,SÃO PAULO,2.62
BRACELL SP,0157,SÃO JOÃO III,005-01,2025-01-20,BALDEIO FORWARDER,S,2024-12-13,Piratininga,SÃO PAULO,22.09
BRACELL SP,0276,SANTA ALICE,004-01,2025-03-17,BALDEIO FORWARDER,S,2025-03-14,Cabrália Paulista,SÃO PAULO,2.71
BRACELL SP,0276,SANTA ALICE,003-01,2025-03-18,BALDEIO FORWARDER,S,2025-03-13,Cabrália Paulista,SÃO PAULO,2.71
BRACELL SP,0276,SANTA ALICE,007-01,2025-03-17,BALDEIO FORWARDER,S,2025-03-15,Cabrália Paulista,SÃO PAULO,2.71
BRACELL BA LESTE,8371,SÃO JORGE,003-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-15,Paulistânia,SÃO PAULO,2.21
BRACELL BA LESTE,8184,VALE DO IMBÉ,002-01,2025-02-06,BALDEIO FORWARDER,S,2025-02-05,Cardeal da Silva,BAHIA,12.07
BRACELL SP,0272,RIO BRILHANTE,008-01,2025-02-25,BALDEIO FORWARDER,S,2025-02-22,Torrinha,SÃO PAULO,0.12
BRACELL SP,0435,ANCHIETA,001-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-26,São Manuel,SÃO PAULO,0.09
BRACELL SP,0435,ANCHIETA,002-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-25,São Manuel,SÃO PAULO,0.09
BRACELL SP,0435,ANCHIETA,005-01,2025-05-10,BALDEIO FORWARDER,S,2025-05-07,São Manuel,SÃO PAULO,0.09
BRACELL SP,0157,SÃO JOÃO III,006-01,2024-12-16,BALDEIO FORWARDER,S,2024-11-10,Piratininga,SÃO PAULO,22.09
BRACELL SP,0272,RIO BRILHANTE,009-01,2025-02-24,BALDEIO FORWARDER,S,2025-02-21,Torrinha,SÃO PAULO,0.12
BRACELL SP,0157,SÃO JOÃO III,024-01,2025-01-28,BALDEIO FORWARDER,S,2024-11-30,Piratininga,SÃO PAULO,22.09
BRACELL SP,0177,SÃO PEDRO,013-01,2024-08-08,BALDEIO FORWARDER,S,2024-07-22,Entre Rios,BAHIA,1.92
BRACELL SP,0684,MONTE ALTO,005-01,2025-05-16,BALDEIO FORWARDER,S,2025-05-13,Guaimbê,SÃO PAULO,10.42
BRACELL BA LESTE,8142,SUBAUMIRIM,012-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-10,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,017-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-14,Esplanada,BAHIA,3.14
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,010-01,,BALDEIO FORWARDER,N,,Quintana,SÃO PAULO,17.67
BRACELL BA LESTE,8142,SUBAUMIRIM,001-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-06,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8172,CAMPO GRANDE,009-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-30,Cardeal da Silva,BAHIA,9.55
BRACELL BA OESTE,8383,SERRA DO BODE,011-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-10,Alagoinhas,BAHIA,0.09
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,022-01,2025-04-27,BALDEIO FORWARDER,S,2025-04-24,Botucatu,SÃO PAULO,2.62
BRACELL SP,0435,ANCHIETA,006-01,2025-05-21,BALDEIO FORWARDER,S,2025-04-27,São Manuel,SÃO PAULO,0.09
BRACELL SP,0530,FORQUILHA III - PIRATININGA,017-01,2025-05-08,BALDEIO FORWARDER,S,2025-05-08,Piratininga,SÃO PAULO,9.55
BRACELL BA LESTE,8172,CAMPO GRANDE,008-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-30,Cardeal da Silva,BAHIA,9.55
BRACELL BA LESTE,8172,CAMPO GRANDE,032-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-28,Cardeal da Silva,BAHIA,9.55
BRACELL BA LESTE,8252,BICA,024-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-27,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8172,CAMPO GRANDE,038-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-27,Cardeal da Silva,BAHIA,9.55
BRACELL BA LESTE,8142,SUBAUMIRIM,016-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-12,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8172,CAMPO GRANDE,031-01,2025-02-12,BALDEIO FORWARDER,S,2025-01-27,Cardeal da Silva,BAHIA,9.55
BRACELL BA LESTE,8183,TRIUNFO,112-01,2025-01-06,BALDEIO FORWARDER,S,2024-12-28,Esplanada,BAHIA,115.46
BRACELL BA LESTE,8183,TRIUNFO,091-01,2025-01-06,BALDEIO FORWARDER,S,2024-12-26,Esplanada,BAHIA,115.46
BRACELL BA LESTE,8172,CAMPO GRANDE,007-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-30,Cardeal da Silva,BAHIA,9.55
BRACELL BA LESTE,8183,TRIUNFO,105-01,2025-01-06,BALDEIO FORWARDER,S,2024-12-21,Esplanada,BAHIA,115.46
BRACELL BA LESTE,8172,CAMPO GRANDE,011-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-30,Cardeal da Silva,BAHIA,9.55
BRACELL BA LESTE,8172,CAMPO GRANDE,032-02,2025-02-04,BALDEIO FORWARDER,S,2025-01-28,Cardeal da Silva,BAHIA,9.55
BRACELL SP,1114,SÃO JOAQUIM VII,007-01,2024-08-11,BALDEIO FORWARDER,S,2024-06-16,Riversul,SÃO PAULO,1.8
BRACELL BA LESTE,8142,SUBAUMIRIM,018-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-12,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,013-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-09,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,003-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-07,Esplanada,BAHIA,3.14
BRACELL BA LESTE,8142,SUBAUMIRIM,019-01,2025-01-17,BALDEIO FORWARDER,S,2025-01-13,Esplanada,BAHIA,3.14
BRACELL SP,0025,SANTA RITA II,015-01,2025-03-18,BALDEIO FORWARDER,S,2025-03-16,Agudos,SÃO PAULO,43.08
BRACELL SP,0177,SÃO PEDRO,035-01,,BALDEIO FORWARDER,N,2024-12-20,Entre Rios,BAHIA,1.92
BRACELL BA LESTE,8183,TRIUNFO,107-01,2025-01-06,BALDEIO FORWARDER,S,2024-12-25,Esplanada,BAHIA,115.46
BRACELL BA LESTE,8183,TRIUNFO,086-01,2025-01-06,BALDEIO FORWARDER,S,2024-12-26,Esplanada,BAHIA,115.46
BRACELL BA LESTE,8172,CAMPO GRANDE,035-01,2025-02-04,BALDEIO FORWARDER,S,2025-01-27,Cardeal da Silva,BAHIA,9.55
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,022-01,2025-03-14,BALDEIO FORWARDER,S,2025-03-12,Marília,SÃO PAULO,37.49
BRACELL BA OESTE,8383,SERRA DO BODE,007-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-09,Alagoinhas,BAHIA,0.09
BRACELL BA LESTE,8184,VALE DO IMBÉ,007-01,2025-02-06,BALDEIO FORWARDER,S,2025-02-03,Cardeal da Silva,BAHIA,12.07
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,012-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-01,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,019-01,2025-03-12,BALDEIO FORWARDER,S,2025-03-09,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,020-01,2025-03-14,BALDEIO FORWARDER,S,2025-03-09,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,023-01,2025-03-14,BALDEIO FORWARDER,S,2025-03-12,Marília,SÃO PAULO,37.49
BRACELL BA LESTE,8184,VALE DO IMBÉ,012-02,2025-02-06,BALDEIO FORWARDER,S,2025-02-03,Cardeal da Silva,BAHIA,12.07
BRACELL BA LESTE,8355,RIBON,007-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-15,Araças,BAHIA,1.32
BRACELL BA LESTE,8252,BICA,003-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-26,Entre Rios,BAHIA,9.26
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,005-01,2025-03-11,BALDEIO FORWARDER,S,2025-02-27,Marília,SÃO PAULO,37.49
BRACELL BA OESTE,8038,CONCEIÇÃO,018-02,2025-06-09,BALDEIO FORWARDER,S,2025-06-02,Alagoinhas,BAHIA,10.0
BRACELL BA LESTE,8184,VALE DO IMBÉ,005-01,2025-02-06,BALDEIO FORWARDER,S,2025-02-02,Cardeal da Silva,BAHIA,12.07
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,042-01,2025-04-24,BALDEIO FORWARDER,S,2025-03-16,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,008-01,2025-03-09,BALDEIO FORWARDER,S,2025-03-08,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,026-01,2025-03-17,BALDEIO FORWARDER,S,2025-03-15,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,021-01,2025-03-14,BALDEIO FORWARDER,S,2025-03-11,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,011-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-01,Marília,SÃO PAULO,37.49
BRACELL BA LESTE,8219,RIACHINHO,004-01,2025-02-12,BALDEIO FORWARDER,S,2025-02-06,Cardeal da Silva,BAHIA,3.54
BRACELL BA LESTE,8371,SÃO JORGE,001-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-15,Paulistânia,SÃO PAULO,2.21
BRACELL BA LESTE,8252,BICA,021-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-26,Entre Rios,BAHIA,9.26
BRACELL BA LESTE,8355,RIBON,006-01,2025-02-19,BALDEIO FORWARDER,S,2025-02-11,Araças,BAHIA,1.32
BRACELL BA OESTE,8296,JUREMA,012-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-05,Araças,BAHIA,93.82
BRACELL MG,5019,SAN NELO,003-01,,BALDEIO FORWARDER,N,,Sacramento,MINAS GERAIS,18.76
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,045-01,2025-03-16,BALDEIO FORWARDER,S,2025-03-13,Marília,SÃO PAULO,37.49
BRACELL BA LESTE,8355,RIBON,008-01,2025-02-18,BALDEIO FORWARDER,S,2025-02-14,Araças,BAHIA,1.32
BRACELL BA OESTE,8296,JUREMA,002-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-04,Araças,BAHIA,93.82
BRACELL BA OESTE,8383,SERRA DO BODE,005-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-09,Alagoinhas,BAHIA,0.09
BRACELL BA OESTE,8296,JUREMA,007-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-06,Araças,BAHIA,93.82
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,015-01,,BALDEIO FORWARDER,N,,Quintana,SÃO PAULO,17.67
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,018-01,2025-03-12,BALDEIO FORWARDER,S,2025-03-09,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,017-01,2025-03-12,BALDEIO FORWARDER,S,2025-03-10,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,035-01,2025-03-12,BALDEIO FORWARDER,S,2025-03-10,Marília,SÃO PAULO,37.49
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,041-01,2025-03-09,BALDEIO FORWARDER,S,2025-03-08,Marília,SÃO PAULO,37.49
