dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL PR,1115,NOSSA SENHORA APARECIDA XV,002-01,2024-08-21,BALDEIO FORWARDER,S,2024-08-20,Ribeirão do Pinhal,PARANÁ,1.28
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,019-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL PR,1115,NOSSA SENHORA APARECIDA XV,028-01,2024-08-16,BALDEIO FORWARDER,S,2024-08-15,Ribeirão do Pinhal,PARANÁ,1.28
BRACELL SP,0351,SANTA MARIANA II,308-01,2025-01-22,BALDEIO FORWARDER,S,2025-01-22,Marília,SÃO PAULO,11.71
BRACELL SP,0475,IPÊ III - ITATINGA,012-01,2025-02-09,BALDEIO FORWARDER,S,2025-02-08,Itatinga,SÃO PAULO,2.79
BRACELL SP,0383,SANTA TEREZA DO LIMOEIRO II,005-01,,BALDEIO FORWARDER,N,,Paulistânia,SÃO PAULO,7.43
BRACELL SP,0351,SANTA MARIANA II,316-01,2025-01-28,BALDEIO FORWARDER,S,2025-01-26,Marília,SÃO PAULO,11.71
BRACELL SP,0351,SANTA MARIANA II,051-01,2025-01-24,BALDEIO FORWARDER,S,2025-01-24,Marília,SÃO PAULO,11.71
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,003-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,024-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,065-01,2025-04-20,BALDEIO FORWARDER,S,2025-04-19,Aramari,BAHIA,29.11
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,002-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL BA OESTE,8209,MONTE VERDE,031-01,2025-04-02,BALDEIO FORWARDER,S,2025-03-29,Alagoinhas,BAHIA,4.04
BRACELL SP,0333,SÃO PEDRO II,007-01,,BALDEIO FORWARDER,N,2025-06-12,Agudos,SÃO PAULO,2.51
BRACELL SP,0383,SANTA TEREZA DO LIMOEIRO II,006-01,,BALDEIO FORWARDER,N,,Paulistânia,SÃO PAULO,7.43
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,030-02,2025-05-05,BALDEIO FORWARDER,S,2025-04-30,Aramari,BAHIA,29.11
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,324-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,011-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,022-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL BA OESTE,8045,FARJE,007-01,2025-03-29,BALDEIO FORWARDER,S,2025-03-28,Araças,BAHIA,24.0
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,307-01,2024-08-03,BALDEIO FORWARDER,S,2024-08-02,Pirajuí,SÃO PAULO,0.1
BRACELL PR,1115,NOSSA SENHORA APARECIDA XV,046-01,2024-08-16,BALDEIO FORWARDER,S,2024-08-15,Ribeirão do Pinhal,PARANÁ,1.28
BRACELL SP,0613,PEDRA BRANCA,002-01,2025-05-11,BALDEIO FORWARDER,S,2025-05-08,Dois Córregos,SÃO PAULO,2.39
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,098-01,2025-05-05,BALDEIO FORWARDER,S,2025-04-30,Aramari,BAHIA,29.11
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,308-01,2025-01-20,BALDEIO FORWARDER,S,2025-01-19,Anhembi,SÃO PAULO,6.18
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,052-01,2025-05-05,BALDEIO FORWARDER,S,2025-04-27,Aramari,BAHIA,29.11
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,009-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL SP,0399,SANTA TEREZINHA DOS QUARENTA,307-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,3.33
BRACELL SP,0325,SÃO DOMINGOS,046-01,2024-09-04,BALDEIO FORWARDER,S,2024-09-03,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0535,SANTANNA,002-01,2025-06-10,BALDEIO FORWARDER,S,2025-06-07,Fernão,SÃO PAULO,5.89
BRACELL BA OESTE,8038,CONCEIÇÃO,032-01,2025-06-02,BALDEIO FORWARDER,S,2025-05-31,Alagoinhas,BAHIA,10.0
BRACELL SP,0138,PINHALZINHO,004-01,,BALDEIO FORWARDER,N,,Espírito Santo do Turvo,SÃO PAULO,1.6
BRACELL SP,0333,SÃO PEDRO II,006-01,,BALDEIO FORWARDER,N,2025-06-12,Agudos,SÃO PAULO,2.51
MS FLORESTAL,1128,CORRIENTES,054-01,2025-01-14,BALDEIO FORWARDER,S,2025-01-13,Tacuru,MATO GROSSO SUL,16.89
BRACELL PR,1115,NOSSA SENHORA APARECIDA XV,030-01,2024-10-25,BALDEIO FORWARDER,S,2024-10-20,Ribeirão do Pinhal,PARANÁ,1.28
MS FLORESTAL,1128,CORRIENTES,068-01,2025-01-23,BALDEIO FORWARDER,S,2025-01-23,Tacuru,MATO GROSSO SUL,16.89
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,001-01,2025-02-25,BALDEIO FORWARDER,S,2025-02-23,Marília,SÃO PAULO,37.49
MS FLORESTAL,1128,CORRIENTES,057-01,2025-01-19,BALDEIO FORWARDER,S,2025-01-18,Tacuru,MATO GROSSO SUL,16.89
MS FLORESTAL,1128,CORRIENTES,065-01,2025-01-29,BALDEIO FORWARDER,S,2025-01-28,Tacuru,MATO GROSSO SUL,16.89
BRACELL PR,1115,NOSSA SENHORA APARECIDA XV,025-01,2024-10-19,BALDEIO FORWARDER,S,2024-10-16,Ribeirão do Pinhal,PARANÁ,1.28
BRACELL SP,0138,PINHALZINHO,005-01,,BALDEIO FORWARDER,N,,Espírito Santo do Turvo,SÃO PAULO,1.6
BRACELL SP,0333,SÃO PEDRO II,005-01,,BALDEIO FORWARDER,N,2025-06-12,Agudos,SÃO PAULO,2.51
MS FLORESTAL,1128,CORRIENTES,053-01,2025-01-14,BALDEIO FORWARDER,S,2025-01-13,Tacuru,MATO GROSSO SUL,16.89
BRACELL SP,0332,SANTA BRANCA,012-01,2024-10-29,BALDEIO FORWARDER,S,2024-10-28,Echaporã,SÃO PAULO,0.07
BRACELL BA OESTE,8038,CONCEIÇÃO,002-01,2025-06-04,BALDEIO FORWARDER,S,2025-05-31,Alagoinhas,BAHIA,10.0
BRACELL BA OESTE,8011,ARATICUM,028-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,55.43
MS FLORESTAL,1128,CORRIENTES,061-01,2025-02-06,BALDEIO FORWARDER,S,2025-02-05,Tacuru,MATO GROSSO SUL,16.89
BRACELL SP,0138,PINHALZINHO,007-01,,BALDEIO FORWARDER,N,,Espírito Santo do Turvo,SÃO PAULO,1.6
BRACELL SP,0298,MONJOLÃO,037-01,2024-12-21,BALDEIO FORWARDER,S,2024-12-20,Bofete,SÃO PAULO,5.0
BRACELL SP,0325,SÃO DOMINGOS,028-01,2024-09-10,BALDEIO FORWARDER,S,2024-09-05,Presidente Alves,SÃO PAULO,9.52
BRACELL PR,1115,NOSSA SENHORA APARECIDA XV,007-01,2024-10-21,BALDEIO FORWARDER,S,2024-10-20,Ribeirão do Pinhal,PARANÁ,1.28
BRACELL SP,0298,MONJOLÃO,066-01,2024-12-28,BALDEIO FORWARDER,S,2024-12-27,Bofete,SÃO PAULO,5.0
BRACELL SP,0325,SÃO DOMINGOS,021-01,2024-09-11,BALDEIO FORWARDER,S,2024-09-08,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0138,PINHALZINHO,003-01,,BALDEIO FORWARDER,N,,Espírito Santo do Turvo,SÃO PAULO,1.6
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,004-01,,BALDEIO FORWARDER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL MG,5019,SAN NELO,018-01,,BALDEIO FORWARDER,N,,Sacramento,MINAS GERAIS,18.76
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,005-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0325,SÃO DOMINGOS,020-01,2024-09-11,BALDEIO FORWARDER,S,2024-09-07,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,030-01,2024-09-07,BALDEIO FORWARDER,S,2024-09-04,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0354,CANDEIAS,014-01,,BALDEIO FORWARDER,N,,Lucianópolis,SÃO PAULO,14.4
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,001-01,,BALDEIO FORWARDER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL SP,0130,SANTA ROSA,900-01,2024-12-03,BALDEIO FORWARDER,S,2024-12-02,Entre Rios,BAHIA,0.04
BRACELL SP,0272,RIO BRILHANTE,018-01,2025-02-27,BALDEIO FORWARDER,S,2025-02-23,Torrinha,SÃO PAULO,0.12
BRACELL SP,0552,BOCAINA DA BOA VISTA,001-01,2025-05-16,BALDEIO FORWARDER,S,2025-05-12,Ribeirão Bonito,SÃO PAULO,1.46
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,003-01,,BALDEIO FORWARDER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,006-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0456,VENEZA,012-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL SP,0347,VALE VERDE,024-01,2024-12-24,BALDEIO FORWARDER,S,2024-12-23,Santa Cruz do Rio Pardo,SÃO PAULO,8.21
BRACELL SP,0351,SANTA MARIANA II,048-01,2025-01-18,BALDEIO FORWARDER,S,2025-01-17,Marília,SÃO PAULO,11.71
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,014-01,2025-04-27,BALDEIO FORWARDER,S,2025-04-24,Botucatu,SÃO PAULO,2.62
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,009-01,2025-05-05,BALDEIO FORWARDER,S,2025-05-02,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,002-01,2025-02-25,BALDEIO FORWARDER,S,2025-02-21,Marília,SÃO PAULO,37.49
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,019-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0274,BOA VISTA IV,005-01,2025-03-13,BALDEIO FORWARDER,S,2025-03-11,Avaí,SÃO PAULO,12.4
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,002-01,,BALDEIO FORWARDER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL SP,0454,SANTA TEREZA III - MARÍLIA,010-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,40.43
BRACELL SP,0359,SÃO JOSÉ IV - GLEBA II,009-01,2025-03-06,BALDEIO FORWARDER,S,2025-03-03,Avaí,SÃO PAULO,10.61
BRACELL SP,0456,VENEZA,001-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,085-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-25,Aramari,BAHIA,29.11
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,012-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,010-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL BA OESTE,8130,RIO TORTO,019-01,2025-05-07,BALDEIO FORWARDER,S,2025-05-04,Alagoinhas,BAHIA,17.74
BRACELL BA OESTE,8130,RIO TORTO,022-01,2025-05-09,BALDEIO FORWARDER,S,2025-05-06,Alagoinhas,BAHIA,17.74
BRACELL SP,0351,SANTA MARIANA II,013-01,2025-01-27,BALDEIO FORWARDER,S,2025-01-24,Marília,SÃO PAULO,11.71
BRACELL BA OESTE,8130,RIO TORTO,016-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-07,Alagoinhas,BAHIA,17.74
BRACELL SP,0385,RANCHARIA,009-01,2025-05-01,BALDEIO FORWARDER,S,2025-04-23,Alvinlândia,SÃO PAULO,4.59
BRACELL BA OESTE,8130,RIO TORTO,015-01,2025-05-14,BALDEIO FORWARDER,S,2025-05-07,Alagoinhas,BAHIA,17.74
BRACELL SP,0456,VENEZA,003-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,008-01,2025-01-19,BALDEIO FORWARDER,S,2025-01-19,Anhembi,SÃO PAULO,6.18
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,003-01,2025-05-03,BALDEIO FORWARDER,S,2025-04-30,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,004-01,2024-08-05,BALDEIO FORWARDER,S,2024-08-02,Pirajuí,SÃO PAULO,0.1
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,002-01,2024-08-05,BALDEIO FORWARDER,S,2024-08-03,Pirajuí,SÃO PAULO,0.1
BRACELL SP,0422,EBENÉZIA,010-01,2025-04-24,BALDEIO FORWARDER,S,2025-03-16,Lins,SÃO PAULO,30.31
BRACELL SP,0518,BARREIRO RICO II - GLEBA B,003-01,2025-01-19,BALDEIO FORWARDER,S,2025-01-18,Anhembi,SÃO PAULO,6.05
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,001-01,2025-01-22,BALDEIO FORWARDER,S,2025-01-21,Anhembi,SÃO PAULO,9.3
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,014-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0630,SANTA HELENA V - GETULINA,002-01,2025-02-17,BALDEIO FORWARDER,S,2025-02-12,Getulina,SÃO PAULO,19.89
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,007-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0537,TANGARÁ,010-01,2025-02-25,BALDEIO FORWARDER,S,2025-02-23,Agudos,SÃO PAULO,43.28
BRACELL SP,0517,BARREIRO RICO II - GLEBA A,007-01,2025-01-23,BALDEIO FORWARDER,S,2025-01-23,Anhembi,SÃO PAULO,3.95
BRACELL SP,0456,VENEZA,005-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL SP,0456,VENEZA,014-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,001-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0517,BARREIRO RICO II - GLEBA A,003-01,2025-01-13,BALDEIO FORWARDER,S,2025-01-13,Anhembi,SÃO PAULO,3.95
BRACELL SP,0632,SÃO MARCOS,029-01,2025-03-06,BALDEIO FORWARDER,S,2025-03-05,Analândia,SÃO PAULO,4.08
BRACELL SP,0632,SÃO MARCOS,048-01,2025-03-05,BALDEIO FORWARDER,S,2025-02-23,Analândia,SÃO PAULO,4.08
BRACELL SP,0456,VENEZA,011-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL SP,2406,FORQUILHA IV,005-01,2024-08-14,BALDEIO FORWARDER,S,2024-08-13,Itaberá,SÃO PAULO,14.79
BRACELL SP,2406,FORQUILHA IV,008-01,2024-08-14,BALDEIO FORWARDER,S,2024-08-13,Itaberá,SÃO PAULO,14.79
BRACELL SP,2406,FORQUILHA IV,007-01,2024-08-13,BALDEIO FORWARDER,S,2024-08-12,Itaberá,SÃO PAULO,14.79
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,015-01,2025-03-08,BALDEIO FORWARDER,S,2025-03-05,Marília,SÃO PAULO,37.49
BRACELL SP,0456,VENEZA,016-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,020-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0530,FORQUILHA III - PIRATININGA,015-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-04,Piratininga,SÃO PAULO,9.55
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,038-01,2025-03-08,BALDEIO FORWARDER,S,2025-03-07,Marília,SÃO PAULO,37.49
BRACELL SP,0325,SÃO DOMINGOS,018-01,2024-09-05,BALDEIO FORWARDER,S,2024-09-03,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,023-01,2024-09-10,BALDEIO FORWARDER,S,2024-09-07,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0272,RIO BRILHANTE,023-01,2025-02-27,BALDEIO FORWARDER,S,2025-02-21,Torrinha,SÃO PAULO,0.12
BRACELL SP,0325,SÃO DOMINGOS,027-01,2024-09-09,BALDEIO FORWARDER,S,2024-09-05,Presidente Alves,SÃO PAULO,9.52
BRACELL BA OESTE,8045,FARJE,027-01,2025-04-05,BALDEIO FORWARDER,S,2025-04-03,Araças,BAHIA,24.0
BRACELL SP,0456,VENEZA,004-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL SP,0456,VENEZA,017-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,021-01,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL GO,1086,QUEIXADA,002-01,2025-05-19,BALDEIO FORWARDER,S,2025-05-09,Itarumã,GOIÁS,0.94
BRACELL BA OESTE,8130,RIO TORTO,009-01,2025-05-09,BALDEIO FORWARDER,S,2025-05-02,Alagoinhas,BAHIA,17.74
BRACELL SP,0608,SANTA MARIA XI - GETULINA,009-01,2025-06-07,BALDEIO FORWARDER,S,2025-06-05,Getulina,SÃO PAULO,0.85
BRACELL GO,1086,QUEIXADA,016-01,2025-05-28,BALDEIO FORWARDER,S,2025-05-25,Itarumã,GOIÁS,0.94
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,019-02,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0456,VENEZA,002-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL GO,1086,QUEIXADA,003-01,2025-05-10,BALDEIO FORWARDER,S,2025-05-08,Itarumã,GOIÁS,0.94
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,013-01,2025-06-06,BALDEIO FORWARDER,S,2025-06-04,Piratininga,SÃO PAULO,2.56
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,051-01,2025-04-30,BALDEIO FORWARDER,S,2025-04-26,Aramari,BAHIA,29.11
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,010-02,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL PR,1130,MASCHIETTO,030-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0608,SANTA MARIA XI - GETULINA,018-01,2025-06-05,BALDEIO FORWARDER,S,2025-06-02,Getulina,SÃO PAULO,0.85
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,006-01,2025-01-24,BALDEIO FORWARDER,S,2025-01-24,Anhembi,SÃO PAULO,9.3
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,010-01,2025-01-18,BALDEIO FORWARDER,S,2025-01-17,Anhembi,SÃO PAULO,6.18
BRACELL SP,0272,RIO BRILHANTE,017-01,2025-02-24,BALDEIO FORWARDER,S,2025-02-22,Torrinha,SÃO PAULO,0.12
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,016-02,,BALDEIO FORWARDER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0272,RIO BRILHANTE,003-01,2025-02-28,BALDEIO FORWARDER,S,2025-02-21,Torrinha,SÃO PAULO,0.12
BRACELL SP,0272,RIO BRILHANTE,311-01,2025-02-24,BALDEIO FORWARDER,S,2025-02-20,Torrinha,SÃO PAULO,0.12
BRACELL SP,0272,RIO BRILHANTE,312-01,2025-02-27,BALDEIO FORWARDER,S,2025-02-22,Torrinha,SÃO PAULO,0.12
BRACELL SP,0319,SETE MARIAS,026-01,2024-07-06,BALDEIO FORWARDER,S,2024-07-03,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,023-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-06,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,008-01,2024-07-06,BALDEIO FORWARDER,S,2024-07-04,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,006-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-03,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,003-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-03,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0535,SANTANNA,008-01,2025-06-08,BALDEIO FORWARDER,S,2025-06-06,Fernão,SÃO PAULO,5.89
BRACELL SP,0518,BARREIRO RICO II - GLEBA B,002-01,2025-01-19,BALDEIO FORWARDER,S,2025-01-16,Anhembi,SÃO PAULO,6.05
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,002-01,2025-01-22,BALDEIO FORWARDER,S,2025-01-20,Anhembi,SÃO PAULO,9.3
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,003-01,2025-01-23,BALDEIO FORWARDER,S,2025-01-23,Anhembi,SÃO PAULO,9.3
BRACELL SP,0319,SETE MARIAS,010-01,2024-07-08,BALDEIO FORWARDER,S,2024-07-06,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,022-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-06,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,016-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-04,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,004-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-06,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0272,RIO BRILHANTE,015-01,2025-02-24,BALDEIO FORWARDER,S,2025-02-21,Torrinha,SÃO PAULO,0.12
BRACELL SP,0549,MARÍLIA II,005-01,2025-02-02,BALDEIO FORWARDER,S,2025-02-02,Marília,SÃO PAULO,5.86
BRACELL SP,0319,SETE MARIAS,014-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-04,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0516,SANTA FELICIDADE,010-01,2025-02-17,BALDEIO FORWARDER,S,2025-02-09,Getulina,SÃO PAULO,34.87
BRACELL SP,0608,SANTA MARIA XI - GETULINA,315-01,2025-06-08,BALDEIO FORWARDER,S,2025-06-06,Getulina,SÃO PAULO,0.85
BRACELL SP,0582,LAGOA BONITA,001-01,2025-02-15,BALDEIO FORWARDER,S,2025-02-14,Getulina,SÃO PAULO,2.02
BRACELL BA OESTE,8290,JANAÍNA,010-01,2024-11-07,BALDEIO FORWARDER,S,2024-10-30,Catu    ,BAHIA,0.81
BRACELL SP,0657,SANTO ANTÔNIO DOS PALMARES,011-01,2025-04-27,BALDEIO FORWARDER,S,2025-04-24,Botucatu,SÃO PAULO,2.62
BRACELL SP,0535,SANTANNA,011-01,2025-06-14,BALDEIO FORWARDER,S,2025-06-08,Fernão,SÃO PAULO,5.89
BRACELL SP,0385,RANCHARIA,012-01,2025-04-27,BALDEIO FORWARDER,S,2025-04-24,Alvinlândia,SÃO PAULO,4.59
BRACELL BA OESTE,8290,JANAÍNA,007-01,2024-11-07,BALDEIO FORWARDER,S,2024-10-31,Catu    ,BAHIA,0.81
BRACELL SP,0608,SANTA MARIA XI - GETULINA,313-01,,BALDEIO FORWARDER,N,,Getulina,SÃO PAULO,0.85
BRACELL SP,0333,SÃO PEDRO II,012-01,,BALDEIO FORWARDER,N,2025-06-12,Agudos,SÃO PAULO,2.51
BRACELL BA OESTE,8300,LAGOÃO,002-01,2024-11-07,BALDEIO FORWARDER,S,2024-10-29,Catu    ,BAHIA,14.71
BRACELL BA OESTE,8290,JANAÍNA,011-01,2024-11-07,BALDEIO FORWARDER,S,2024-10-31,Catu    ,BAHIA,0.81
BRACELL BA OESTE,8290,JANAÍNA,003-01,2024-11-07,BALDEIO FORWARDER,S,2024-10-29,Catu    ,BAHIA,0.81
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,021-01,2025-05-31,BALDEIO FORWARDER,S,2025-05-28,Piratininga,SÃO PAULO,2.56
BRACELL MG,5019,SAN NELO,033-01,2025-06-02,BALDEIO FORWARDER,S,2025-05-19,Sacramento,MINAS GERAIS,18.76
BRACELL SP,0577,SÃO VICENTE DO POÇO DA PEDRA,013-01,,BALDEIO FORWARDER,N,,Fernão,SÃO PAULO,0.71
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,018-01,2025-06-01,BALDEIO FORWARDER,S,2025-05-28,Piratininga,SÃO PAULO,2.56
BRACELL SP,0371,MANGA LARGA,006-01,2024-11-13,BALDEIO FORWARDER,S,2024-11-03,Getulina,SÃO PAULO,22.85
BRACELL SP,0577,SÃO VICENTE DO POÇO DA PEDRA,008-01,,BALDEIO FORWARDER,N,,Fernão,SÃO PAULO,0.71
BRACELL SP,0133,PARAÍSO II,007-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-04,Piratininga,SÃO PAULO,9.9
BRACELL SP,0967,MARUQUE,025-01,2025-06-15,BALDEIO FORWARDER,N,2025-06-01,Itaberá,SÃO PAULO,1.55
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,023-01,,BALDEIO FORWARDER,N,2025-06-15,Quintana,SÃO PAULO,17.67
BRACELL BA LESTE,8172,CAMPO GRANDE,025-01,2025-02-06,BALDEIO FORWARDER,S,2025-01-31,Cardeal da Silva,BAHIA,9.55
BRACELL SP,0577,SÃO VICENTE DO POÇO DA PEDRA,001-01,,BALDEIO FORWARDER,N,,Fernão,SÃO PAULO,0.71
BRACELL SP,0604,SÃO BENEDITO II – GUAIMBÊ,004-01,2025-05-19,BALDEIO FORWARDER,S,2025-05-16,Guaimbê,SÃO PAULO,25.71
BRACELL SP,0577,SÃO VICENTE DO POÇO DA PEDRA,006-01,,BALDEIO FORWARDER,N,,Fernão,SÃO PAULO,0.71
BRACELL SP,0439,ESTÂNCIA SANTA LAURA,004-01,2025-05-20,BALDEIO FORWARDER,S,2025-05-18,Guaimbê,SÃO PAULO,0.6
BRACELL SP,0599,SÍTIO NOVO HORIZONTE,005-01,,BALDEIO FORWARDER,N,,Avaí,SÃO PAULO,1.19
BRACELL BA OESTE,8296,JUREMA,001-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-04,Araças,BAHIA,93.82
BRACELL SP,0608,SANTA MARIA XI - GETULINA,022-01,2025-06-05,BALDEIO FORWARDER,S,2025-06-03,Getulina,SÃO PAULO,0.85
BRACELL SP,0346,SANTA MADALENA III,002-01,2025-06-08,BALDEIO FORWARDER,S,2025-06-04,Agudos,SÃO PAULO,20.52
